strategy,symbol,entry_date,expiration_date,spot_price,short_strike,long_strike,short_call_strike,long_call_strike,credit,max_loss,theoretical_pop,iv_rank,iv_at_entry,exit_price,pnl,won,reason
iron_condor,LULU,2025-11-10,2025-12-23,170.35,160.0,155.0,190.0,195.0,2.872356060694157,212.76439393058428,0.3512432647696319,0.7699412550104454,0.64253658,212.68,-212.76439393058428,False,Call side max loss
iron_condor,AVGO,2025-11-10,2025-12-23,358.39,320.0,310.0,410.0,420.0,3.5161316938768774,648.3868306123122,0.5866488239320096,0.45071201001206035,0.52282692,349.32,351.6131693876877,True,Expired between short strikes
iron_condor,BMY,2025-11-10,2025-12-23,47.26,44.0,43.0,52.0,53.0,0.2370411559401005,76.29588440598995,0.6217786566295938,0.37573194620517175,0.32558616,54.28,-76.29588440598995,False,Call side max loss
iron_condor,NEM,2025-11-10,2025-12-23,88.26,80.0,75.0,100.0,105.0,1.2215423185615464,377.84576814384536,0.6299553147880974,0.420581905940928,0.42796086,105.25,-377.84576814384536,False,Call side max loss
put_spread,AVGO,2025-11-11,2025-12-24,351.96,320.0,300.0,,,4.246469885578562,1575.3530114421437,0.7107722194987975,0.45903515017904145,0.52617644,350.22,424.64698855785616,True,Expired OTM
put_spread,NEM,2025-11-11,2025-12-24,89.95,85.0,80.0,,,1.1801378062762717,381.98621937237283,0.6600966101348833,0.3867522593371479,0.41775355,104.73,118.01378062762717,True,Expired OTM
iron_condor,KMB,2025-11-11,2025-12-24,103.03,95.0,90.0,110.0,115.0,1.021670038514923,397.8329961485077,0.6519952977346052,0.3421247448641319,0.27193032,101.08,102.16700385149231,True,Expired between short strikes
iron_condor,FOX,2025-11-12,2025-12-26,60.27,55.0,50.0,65.0,70.0,1.0835006487657763,391.6499351234224,0.5869436547581733,0.31415929506980633,0.35581122,65.42,66.35006487657746,True,Call side partial loss
iron_condor,LULU,2025-11-17,2025-12-31,164.16,150.0,145.0,185.0,190.0,2.743910661888533,225.6089338111467,0.38176029041915194,0.941831645098858,0.72289334,207.81,-225.6089338111467,False,Call side max loss
iron_condor,AVGO,2025-11-17,2025-12-31,342.65,310.0,300.0,390.0,400.0,4.398674302876662,560.1325697123337,0.4960552328699087,0.6186738144938565,0.59042057,346.1,439.8674302876662,True,Expired between short strikes
iron_condor,DECK,2025-11-17,2025-12-31,80.72,75.0,70.0,90.0,92.5,1.3762875036291362,362.3712496370864,0.5153200927951819,0.3042611043567283,0.4458673,103.67,-112.37124963708638,False,Call side max loss
iron_condor,CF,2025-11-17,2025-12-31,80.69,75.0,70.0,90.0,92.5,0.9517623370970166,404.82376629029835,0.6197278743159595,0.3328832768052447,0.35311255,77.34,95.17623370970166,True,Expired between short strikes
iron_condor,BMY,2025-11-17,2025-12-31,46.81,44.0,43.0,51.0,52.0,0.3733446569454966,62.66553430545034,0.4842696374989669,0.5784579100652373,0.39098913,53.94,-62.66553430545034,False,Call side max loss
iron_condor,NEM,2025-11-17,2025-12-31,87.09,80.0,75.0,95.0,100.0,1.84312169998816,315.687830001184,0.48567836910100104,0.5213342521778893,0.45836054,99.85,-300.68783000118344,False,Call side partial loss
iron_condor,CTSH,2025-11-17,2025-12-31,71.17,65.0,60.0,75.0,80.0,1.1325093500741097,386.749064992589,0.5826516179838008,0.32618662322740616,0.30296498,83.0,-386.749064992589,False,Call side max loss
put_spread,AVGO,2025-11-18,2026-01-02,340.5,310.0,290.0,,,5.046797537730071,1495.3202462269928,0.6734521837586096,0.6666009251439955,0.6097081,347.62,504.67975377300706,True,Expired OTM
put_spread,NEM,2025-11-18,2026-01-02,86.6,80.0,75.0,,,1.01059498625263,398.940501374737,0.7043904782582684,0.5224390928256051,0.4586939,101.22,101.059498625263,True,Expired OTM
iron_condor,KMB,2025-11-18,2026-01-02,103.25,100.0,95.0,110.0,115.0,1.7704462863853383,322.9553713614662,0.4483243480806469,0.3405612195968814,0.27132709,101.4,177.04462863853382,True,Expired between short strikes
put_spread,APA,2025-11-19,2026-01-05,24.05,22.0,21.0,,,0.19524396192399876,80.47560380760012,0.703931322676552,0.30971538417727046,0.51036543,24.47,19.524396192399877,True,Expired OTM
put_spread,FOX,2025-11-19,2026-01-05,58.26,55.0,50.0,,,0.8810081267643852,411.8991873235615,0.6786888225202238,0.3823921950345862,0.38665539,67.76,88.10081267643852,True,Expired OTM
iron_condor,APA,2025-11-19,2026-01-05,24.05,22.0,21.0,28.0,29.0,0.2694318048001763,73.05681951998237,0.5709637891266814,0.30971538417727046,0.51036543,24.47,26.94318048001763,True,Expired between short strikes
iron_condor,FOX,2025-11-19,2026-01-05,58.26,55.0,50.0,65.0,70.0,1.3063226537303674,369.3677346269633,0.5302109555628255,0.3823921950345862,0.38665539,67.76,-145.36773462696377,False,Call side partial loss
iron_condor,LULU,2025-11-24,2026-01-08,169.67,155.0,150.0,190.0,195.0,2.633449694264092,236.65503057359078,0.40208007994148154,0.8185337355337046,0.665253,212.17,-236.65503057359078,False,Call side max loss
iron_condor,AVGO,2025-11-24,2026-01-08,377.96,340.0,330.0,430.0,440.0,4.339395701063195,566.0604298936805,0.5072869417366405,0.6178848913730466,0.59010308,332.48,-318.0604298936787,False,Put side partial loss
iron_condor,BMY,2025-11-24,2026-01-08,47.76,44.0,43.0,53.0,54.0,0.24114558059888053,75.88544194011195,0.624089140966972,0.48860897651501556,0.36200228,55.9,-75.88544194011195,False,Call side max loss
iron_condor,NEM,2025-11-24,2026-01-08,86.53,80.0,75.0,95.0,100.0,1.68271923610817,331.728076389183,0.5137863060161965,0.41810913894050583,0.42721476,106.89,-331.728076389183,False,Call side max loss
put_spread,AVGO,2025-11-25,2026-01-09,385.03,350.0,330.0,,,4.765431441678429,1523.456855832157,0.6923381999281134,0.5669204428594805,0.56959322,344.97,-26.456855832154336,False,Expired between strikes
put_spread,NEM,2025-11-25,2026-01-09,86.27,80.0,75.0,,,0.9280280453954548,407.1971954604545,0.7160016659301142,0.38501605276853623,0.41722969,108.99,92.80280453954548,True,Expired OTM
iron_condor,KMB,2025-11-25,2026-01-09,106.01,100.0,95.0,115.0,120.0,1.0027022230221725,399.72977769778277,0.6463950883645007,0.30591670536406607,0.25796075,97.92,-107.72977769778258,False,Put side partial loss
put_spread,BMY,2025-11-26,2026-01-12,49.25,47.0,45.0,,,0.4485229370819646,155.14770629180356,0.6669069525883788,0.419623099952721,0.33974622,55.77,44.85229370819646,True,Expired OTM
iron_condor,LULU,2025-12-02,2026-01-15,182.4,170.0,165.0,205.0,210.0,2.761312595541538,223.86874044584619,0.3781518946096504,0.7783625980179444,0.64647346,205.01,275.1312595541547,True,Call side partial loss
iron_condor,AVGO,2025-12-02,2026-01-15,381.57,340.0,330.0,440.0,450.0,3.3698490970562087,663.0150902943791,0.6053094311615455,0.4465307100171421,0.52114422,343.02,336.98490970562085,True,Expired between short strikes
