entry_date,expiration,exit_date,spot,vix,iv_rank,iv_tier,short_delta,long_put,short_put,short_call,long_call,credit,max_loss,pnl,won,exit_reason,side_breached,put_width,call_width,data_source,dte
2022-11-03,2022-12-02,2022-11-22,355.0088195800781,25.299999237060547,0.4693,medium,0.2,325.0,336.0,380.0,391.0,4.04,696.0,-604.0,False,stop_loss,call,11.0,11.0,thetadata,29
2022-11-10,2022-12-09,2022-11-28,377.66754150390625,23.530000686645508,0.3591,medium,0.2,347.0,358.0,403.0,414.0,4.84,616.0,265.0,True,take_profit,,11.0,11.0,thetadata,29
2022-11-17,2022-12-16,2022-12-09,377.2369689941406,23.93000030517578,0.3693,medium,0.2,347.0,358.0,402.0,413.0,4.26,674.0,214.0,True,take_profit,,11.0,11.0,thetadata,29
2022-12-09,2023-01-09,2023-01-04,376.3183288574219,22.829999923706055,0.3139,medium,0.2,348.0,359.0,400.0,411.0,0.21,1079.0,12.0,True,take_profit,,11.0,11.0,thetadata,31
2022-12-16,2023-01-13,2023-01-05,368.4241638183594,22.6200008392334,0.3033,medium,0.2,340.0,351.0,391.0,402.0,3.06,794.0,157.0,True,take_profit,,11.0,11.0,thetadata,28
2023-01-03,2023-02-02,2023-01-26,366.06903076171875,22.899999618530273,0.3174,medium,0.2,338.0,349.0,389.0,400.0,4.33,667.0,-504.0,False,stop_loss,call,11.0,11.0,thetadata,30
2023-03-16,2023-04-14,2023-04-14,380.766845703125,22.989999771118164,0.3033,medium,0.2,352.0,363.0,405.0,416.0,1.96,904.0,196.0,True,expiration,,11.0,11.0,thetadata,29
2023-10-19,2023-11-17,2023-10-26,414.46209716796875,21.399999618530273,0.4783,medium,0.2,385.0,397.0,439.0,451.0,3.41,859.0,171.0,True,take_profit,,12.0,12.0,thetadata,29
2023-10-26,2023-11-24,2023-11-13,400.97161865234375,20.68000030517578,0.5395,high,0.25,375.0,387.0,420.0,432.0,3.13,887.0,-855.0,False,stop_loss,call,12.0,12.0,thetadata,29
2024-04-05,2024-05-06,2024-04-30,507.4949645996094,16.030000686645508,0.4108,medium,0.2,475.0,491.0,530.0,540.0,2.55,1345.0,190.0,True,take_profit,,16.0,10.0,thetadata,31
2024-04-16,2024-05-16,2024-05-15,492.90924072265625,18.399999618530273,0.6566,high,0.25,463.0,478.0,514.0,529.0,3.69,1131.0,-1052.0,False,stop_loss,call,15.0,15.0,thetadata,30
2024-04-23,2024-05-23,2024-05-21,494.9844970703125,15.6899995803833,0.3755,medium,0.2,465.0,480.0,516.0,531.0,7.14,786.0,-627.0,False,stop_loss,call,15.0,15.0,thetadata,30
2024-04-30,2024-05-30,2024-05-30,491.3919677734375,15.649999618530273,0.3714,medium,0.2,461.0,476.0,513.0,528.0,12.61,239.0,1261.0,True,expiration,,15.0,15.0,thetadata,30
2024-07-19,2024-08-19,2024-08-08,539.14404296875,16.520000457763672,0.4731,medium,0.2,504.0,520.0,565.0,580.0,8.28,772.0,595.0,True,take_profit,,16.0,15.0,thetadata,31
2024-07-29,2024-08-28,2024-08-28,534.9899291992188,16.600000381469727,0.4812,medium,0.2,500.0,516.0,560.0,576.0,0.16,1584.0,16.0,True,expiration,,16.0,16.0,thetadata,30
2024-08-05,2024-09-04,2024-08-30,508.10101318359375,38.56999969482422,1.0,very_high,0.3,470.0,484.0,544.0,559.0,8.07,693.0,-655.0,False,stop_loss,call,14.0,15.0,thetadata,30
2024-08-12,2024-09-11,2024-09-05,523.7060546875,20.709999084472656,0.3313,medium,0.2,485.0,500.0,554.0,570.0,6.95,905.0,400.0,True,take_profit,,15.0,16.0,thetadata,30
2024-09-03,2024-10-03,2024-10-01,542.1786499023438,20.719999313354492,0.3317,medium,0.2,505.0,520.0,574.0,590.0,2.34,1366.0,147.0,True,take_profit,,15.0,16.0,thetadata,30
2024-10-08,2024-11-07,2024-10-31,564.616943359375,21.420000076293945,0.3579,medium,0.2,525.0,540.0,598.0,615.0,1.46,1554.0,79.0,True,take_profit,,15.0,17.0,thetadata,30
2024-10-30,2024-11-29,2024-11-15,571.35498046875,20.350000381469727,0.3179,medium,0.2,530.0,547.0,603.0,620.0,3.0,1400.0,232.0,True,take_profit,,17.0,17.0,thetadata,30
2024-12-19,2025-01-17,2025-01-07,577.35400390625,24.09000015258789,0.4579,medium,0.2,531.0,548.0,616.0,633.0,0.95,1605.0,76.0,True,take_profit,,17.0,17.0,thetadata,29
2025-02-27,2025-03-28,2025-03-19,578.2593383789062,21.1299991607666,0.3471,medium,0.2,536.0,553.0,612.0,630.0,10.47,753.0,852.0,True,take_profit,,17.0,18.0,thetadata,29
2025-03-07,2025-04-07,2025-04-02,569.2353515625,23.3700008392334,0.4309,medium,0.2,526.0,543.0,605.0,620.0,1.19,1581.0,81.0,True,take_profit,,17.0,15.0,thetadata,31
2025-03-18,2025-04-17,2025-04-01,554.50830078125,21.700000762939453,0.3684,medium,0.2,512.0,529.0,589.0,606.0,3.31,1369.0,173.0,True,take_profit,,17.0,17.0,thetadata,30
2025-04-03,2025-05-02,2025-04-22,532.06640625,30.020000457763672,0.6799,high,0.25,491.0,507.0,569.0,585.0,20.88,-488.0,1838.0,True,take_profit,,16.0,16.0,thetadata,29
2025-04-11,2025-05-12,2025-05-12,529.3302612304688,37.560001373291016,0.635,high,0.25,480.0,496.0,575.0,591.0,0.91,1509.0,-204.67,False,expiration,call,16.0,16.0,thetadata,31
2025-04-21,2025-05-21,2025-05-12,509.443359375,33.81999969482422,0.5426,high,0.25,465.0,480.0,549.0,564.0,10.79,421.0,-521.0,False,stop_loss,call,15.0,15.0,thetadata,30
2025-04-28,2025-05-28,2025-05-21,546.09423828125,25.149999618530273,0.3284,medium,0.2,500.0,515.0,584.0,600.0,10.77,523.0,633.0,True,take_profit,,15.0,16.0,thetadata,30
