strategy,symbol,entry_date,expiration_date,spot_price,short_strike,long_strike,short_call_strike,long_call_strike,credit,max_loss,theoretical_pop,iv_rank,iv_at_entry,exit_price,pnl,won,reason
put_spread,NVDA,2025-11-11,2025-12-24,193.16,180.0,170.0,,,2.4213768979883517,757.8623102011649,0.6737702557558007,0.3632057076150081,0.47477478,179.92,181.60326734912638,True,Take profit (75%) on day 13
put_spread,AVGO,2025-11-11,2025-12-24,351.96,320.0,300.0,,,4.246469885578562,1575.3530114421437,0.7107722194987975,0.45903515017904145,0.52617644,380.61,318.4852414183921,True,Take profit (75%) on day 15
put_spread,NEM,2025-11-11,2025-12-24,89.95,85.0,80.0,,,1.1801378062762717,381.98621937237283,0.6600966101348833,0.3867522593371479,0.41775355,89.65,88.51033547072038,True,Take profit (75%) on day 15
put_spread,BBY,2025-11-11,2025-12-24,77.68,70.0,65.0,,,0.7718500845525069,422.8149915447493,0.7566329033788481,0.44203733704520787,0.47548913,74.06,57.888756341438025,True,Take profit (75%) on day 16
put_spread,NTAP,2025-11-11,2025-12-24,110.42,105.0,100.0,,,1.4014107319603388,359.85892680396614,0.6310427301831867,0.4880484167959148,0.44124782,115.99,105.10580489702542,True,Take profit (75%) on day 16
put_spread,BIIB,2025-11-11,2025-12-24,159.56,150.0,140.0,,,2.386306722568448,761.3693277431552,0.6588669819085634,0.5352621175278243,0.45420142,180.75,178.9730041926336,True,Take profit (75%) on day 15
put_spread,DELL,2025-11-11,2025-12-24,138.76,125.0,120.0,,,1.183373768687047,381.66262313129533,0.7066133834177044,0.48662616548058424,0.58113398,119.38,-190.83131156564767,False,Stop loss (50%) on day 6
put_spread,LEN,2025-11-11,2025-12-24,125.44,120.0,115.0,,,1.393952017362614,360.6047982637386,0.6323799940371446,0.33347056784903967,0.39213209,114.1,-180.3023991318693,False,Stop loss (50%) on day 4
put_spread,JBL,2025-11-11,2025-12-24,211.09,190.0,180.0,,,1.7463406980916991,825.36593019083,0.7575718325853855,0.47731907499582554,0.47861641,214.05,130.97555235687744,True,Take profit (75%) on day 15
put_spread,MU,2025-11-11,2025-12-24,241.11,220.0,210.0,,,2.8502054859585035,714.9794514041497,0.6577661404825332,0.49601895509259625,0.64136187,201.37,-357.48972570207485,False,Stop loss (50%) on day 7
put_spread,EBAY,2025-11-11,2025-12-24,87.26,85.0,80.0,,,1.2425617632909516,375.7438236709048,0.6044217220315096,0.30434997826329196,0.29767877,81.83,-187.8719118354524,False,Stop loss (50%) on day 5
put_spread,AMAT,2025-11-11,2025-12-24,228.67,210.0,200.0,,,2.2020488172091452,779.7951182790855,0.7097138494943438,0.4835391029907221,0.4783148,268.63,165.1536612906859,True,Take profit (75%) on day 15
put_spread,GNRC,2025-11-11,2025-12-24,157.92,145.0,140.0,,,0.9668694881592002,403.31305118408,0.7441094769881748,0.33832191030098085,0.41599148,140.51,-201.65652559204,False,Stop loss (50%) on day 4
put_spread,LRCX,2025-11-11,2025-12-24,159.18,145.0,140.0,,,1.0935632397346309,390.6436760265369,0.7240565380817463,0.33989714739907523,0.4893317,139.59,-195.32183801326846,False,Stop loss (50%) on day 7
put_spread,APH,2025-11-11,2025-12-24,143.47,135.0,130.0,,,1.0528138767123592,394.7186123287641,0.7095670473339271,0.3405828023579875,0.35222358,130.36,-197.35930616438205,False,Stop loss (50%) on day 7
put_spread,J,2025-11-11,2025-12-24,154.67,145.0,140.0,,,0.8478514046715437,415.21485953284565,0.7531904069911473,0.44589896974915133,0.30896555,129.17,-207.60742976642283,False,Stop loss (50%) on day 7
put_spread,FIX,2025-11-11,2025-12-24,954.53,880.0,840.0,,,9.308928082606649,3069.107191739335,0.7011487971406858,0.3374856279917936,0.47585425,949.3,698.1696061954987,True,Take profit (75%) on day 15
put_spread,DLTR,2025-11-11,2025-12-24,105.98,100.0,95.0,,,1.4150512372211912,358.4948762778809,0.6333570552904051,0.4423246714289252,0.49249073,112.92,106.12884279158934,True,Take profit (75%) on day 15
put_spread,NDSN,2025-11-11,2025-12-24,236.41,220.0,210.0,,,1.3833449672151614,861.6655032784838,0.7797693030681827,0.40811040943020777,0.30769559,238.59,103.7508725411371,True,Take profit (75%) on day 15
put_spread,MDT,2025-11-11,2025-12-24,95.4,90.0,85.0,,,0.5004369489130247,449.9563051086975,0.7889714597854227,0.32613512311889903,0.24264185,101.97,37.532771168476856,True,Take profit (75%) on day 15
put_spread,KLAC,2025-11-12,2025-12-26,1198.97,1110.0,1050.0,,,12.55369647147841,4744.630352852159,0.7110759366461752,0.3022310833689666,0.4345964,1208.08,941.5272353608808,True,Take profit (75%) on day 15
put_spread,AZO,2025-11-13,2025-12-29,3819.29,3630.0,3450.0,,,35.93121384452686,14406.878615547314,0.6995152054532305,0.5549663297231293,0.31228332,3822.66,2694.8410383395144,True,Take profit (75%) on day 15
put_spread,EME,2025-11-13,2025-12-29,618.96,580.0,550.0,,,6.45238627721526,2354.761372278474,0.6981611940881298,0.311802211696143,0.39397354,623.62,483.9289707911445,True,Take profit (75%) on day 15
put_spread,EPAM,2025-11-13,2025-12-29,180.47,170.0,160.0,,,2.4000279938729596,759.9972006127041,0.6632579740785712,0.3011952185235719,0.4314215,203.64,180.002099540472,True,Take profit (75%) on day 16
put_spread,FICO,2025-11-13,2025-12-29,1737.27,1630.0,1550.0,,,18.343704293241068,6165.629570675893,0.6884963427800763,0.32513214156178405,0.40451421,1798.53,1375.7778219930801,True,Take profit (75%) on day 15
