entry_date,expiration,exit_date,spot,vix,iv_rank,iv_tier,short_delta,put_delta,call_delta,call_delta_offset,long_put,short_put,short_call,long_call,credit,max_loss,pnl,won,exit_reason,side_breached,put_width,call_width,data_source,dte
2022-02-01,2022-03-02,2022-02-23,428.4542236328125,21.959999084472656,0.41,medium,0.2,0.2,0.15,-0.05,395.0,408.0,460.0,473.0,6.0,700.0,443.0,True,take_profit,,13.0,13.0,thetadata,29
2022-02-08,2022-03-09,2022-02-17,426.55291748046875,21.440000534057617,0.3794,medium,0.2,0.2,0.15,-0.05,395.0,408.0,457.0,470.0,4.88,812.0,252.0,True,take_profit,,13.0,13.0,thetadata,29
2022-02-15,2022-03-16,2022-03-09,421.9747009277344,25.700000762939453,0.6307,high,0.25,0.25,0.2,-0.05,391.0,404.0,452.0,465.0,4.51,849.0,340.0,True,take_profit,,13.0,13.0,thetadata,29
2022-03-02,2022-04-01,2022-03-14,414.20867919921875,30.739999771118164,0.8591,very_high,0.3,0.3,0.25,-0.05,386.0,398.0,443.0,455.0,6.4,560.0,325.0,True,take_profit,,12.0,12.0,thetadata,30
2022-03-09,2022-04-08,2022-03-25,404.2954406738281,32.45000076293945,0.8134,very_high,0.3,0.3,0.25,-0.05,377.0,389.0,434.0,446.0,3.59,841.0,-664.0,False,stop_loss,,12.0,12.0,thetadata,30
2022-03-16,2022-04-14,2022-03-29,412.0614013671875,26.670000076293945,0.5438,high,0.25,0.25,0.2,-0.05,382.0,394.0,443.0,455.0,4.82,718.0,-566.0,False,stop_loss,,12.0,12.0,thetadata,29
2022-03-23,2022-04-22,2022-04-13,421.1031799316406,23.56999969482422,0.3993,medium,0.2,0.2,0.15,-0.05,387.0,400.0,454.0,467.0,5.21,779.0,453.0,True,take_profit,,13.0,13.0,thetadata,30
2022-04-06,2022-05-06,2022-04-28,423.6840515136719,22.100000381469727,0.3307,medium,0.2,0.2,0.15,-0.05,391.0,404.0,455.0,468.0,2.79,1021.0,169.0,True,take_profit,,13.0,13.0,thetadata,30
2022-04-13,2022-05-13,2022-04-25,420.6382141113281,21.81999969482422,0.3176,medium,0.2,0.2,0.15,-0.05,388.0,401.0,452.0,465.0,4.85,815.0,286.0,True,take_profit,,13.0,13.0,thetadata,30
2022-04-21,2022-05-20,2022-05-04,415.6567687988281,22.68000030517578,0.3577,medium,0.2,0.2,0.15,-0.05,384.0,396.0,448.0,460.0,4.05,795.0,237.0,True,take_profit,,12.0,12.0,thetadata,29
2022-05-05,2022-06-03,2022-05-23,392.64691162109375,31.200000762939453,0.7551,very_high,0.3,0.3,0.25,-0.05,365.0,377.0,420.0,432.0,4.32,768.0,263.0,True,take_profit,,12.0,12.0,thetadata,29
2022-05-12,2022-06-10,2022-06-07,372.2748718261719,31.770000457763672,0.7817,very_high,0.3,0.3,0.25,-0.05,348.0,358.0,398.0,409.0,6.46,454.0,-356.0,False,stop_loss,,10.0,11.0,thetadata,29
2022-05-19,2022-06-17,2022-06-10,369.5422668457031,29.350000381469727,0.6688,high,0.25,0.25,0.2,-0.05,340.0,352.0,400.0,411.0,4.58,742.0,259.0,True,take_profit,,12.0,11.0,thetadata,29
2022-06-03,2022-07-01,2022-06-24,389.544189453125,24.790000915527344,0.4562,medium,0.2,0.2,0.15,-0.05,358.0,370.0,423.0,435.0,3.57,843.0,299.0,True,take_profit,,12.0,12.0,thetadata,28
2022-06-10,2022-07-11,2022-06-29,369.8648681640625,27.75,0.5942,high,0.25,0.25,0.2,-0.05,342.0,353.0,399.0,410.0,2.37,863.0,133.0,True,take_profit,,11.0,11.0,thetadata,31
2022-07-05,2022-08-03,2022-07-28,363.9913635253906,27.540000915527344,0.5844,high,0.25,0.25,0.2,-0.05,336.0,347.0,392.0,403.0,2.41,859.0,-702.0,False,stop_loss,,11.0,11.0,thetadata,29
2022-07-12,2022-08-10,2022-07-29,362.91455078125,27.290000915527344,0.5728,high,0.25,0.25,0.2,-0.05,335.0,346.0,391.0,402.0,4.3,670.0,-563.0,False,stop_loss,call,11.0,11.0,thetadata,29
2022-07-19,2022-08-17,2022-08-10,373.8163146972656,24.5,0.4426,medium,0.2,0.2,0.15,-0.05,345.0,355.0,406.0,417.0,0.32,1068.0,-880.0,False,stop_loss,,10.0,11.0,thetadata,29
2022-07-26,2022-08-24,2022-08-10,372.5013122558594,24.690000534057617,0.4515,medium,0.2,0.2,0.15,-0.05,345.0,354.0,405.0,416.0,2.41,859.0,-648.0,False,stop_loss,,9.0,11.0,thetadata,29
2022-08-02,2022-08-31,2022-08-23,388.8635559082031,23.93000030517578,0.416,medium,0.2,0.2,0.15,-0.05,357.0,369.0,419.0,431.0,5.57,643.0,348.0,True,take_profit,,12.0,12.0,thetadata,29
2022-08-09,2022-09-07,2022-08-29,391.998779296875,21.770000457763672,0.3153,medium,0.2,0.2,0.15,-0.05,362.0,374.0,421.0,433.0,1.68,1032.0,118.0,True,take_profit,,12.0,12.0,thetadata,29
2022-08-23,2022-09-21,2022-09-16,392.9517517089844,24.110000610351562,0.4244,medium,0.2,0.2,0.15,-0.05,361.0,373.0,425.0,437.0,3.45,855.0,265.0,True,take_profit,,12.0,12.0,thetadata,29
2022-08-30,2022-09-28,2022-09-16,379.47698974609375,26.209999084472656,0.5224,high,0.25,0.25,0.2,-0.05,352.0,363.0,406.0,417.0,4.07,693.0,277.0,True,take_profit,,11.0,11.0,thetadata,29
2022-09-07,2022-10-07,2022-10-04,379.0671691894531,24.639999389648438,0.4492,medium,0.2,0.2,0.15,-0.05,349.0,360.0,412.0,423.0,0.81,1019.0,51.0,True,take_profit,,11.0,11.0,thetadata,30
2022-09-14,2022-10-14,2022-10-14,376.0367431640625,26.15999984741211,0.5201,high,0.25,0.25,0.2,-0.05,349.0,360.0,402.0,413.0,1.18,982.0,-982.0,False,expiration,put,11.0,11.0,thetadata,30
2022-09-21,2022-10-21,2022-10-07,361.11370849609375,27.989999771118164,0.6054,high,0.25,0.25,0.2,-0.05,333.0,344.0,389.0,400.0,4.42,658.0,267.0,True,take_profit,,11.0,11.0,thetadata,30
2022-09-28,2022-10-28,2022-10-14,354.5495300292969,30.18000030517578,0.7076,very_high,0.3,0.3,0.25,-0.05,330.0,341.0,379.0,390.0,5.0,600.0,267.0,True,take_profit,,11.0,11.0,thetadata,30
2022-10-05,2022-11-04,2022-11-01,360.82659912109375,28.549999237060547,0.6315,high,0.25,0.25,0.2,-0.05,333.0,344.0,389.0,400.0,5.77,523.0,348.0,True,take_profit,,11.0,11.0,thetadata,30
2022-10-12,2022-11-11,2022-11-10,341.1820373535156,33.56999969482422,0.8657,very_high,0.3,0.3,0.25,-0.05,320.0,328.0,368.0,378.0,4.38,562.0,-605.0,False,stop_loss,call,8.0,10.0,thetadata,30
2022-10-19,2022-11-18,2022-11-10,352.60711669921875,30.760000228881836,0.7346,very_high,0.3,0.3,0.25,-0.05,328.0,339.0,377.0,388.0,2.25,875.0,-676.0,False,stop_loss,call,11.0,11.0,thetadata,30
2022-11-02,2022-12-02,2022-11-22,358.7023620605469,25.860000610351562,0.504,high,0.25,0.25,0.2,-0.05,332.0,343.0,384.0,395.0,2.58,842.0,-676.0,False,stop_loss,,11.0,11.0,thetadata,30
2022-11-09,2022-12-09,2022-11-25,357.9942932128906,26.09000015258789,0.4861,medium,0.2,0.2,0.15,-0.05,325.0,338.0,389.0,400.0,3.36,964.0,-730.0,False,stop_loss,,13.0,11.0,thetadata,30
2022-11-16,2022-12-16,2022-12-06,378.394775390625,24.110000610351562,0.3783,medium,0.2,0.2,0.15,-0.05,348.0,359.0,409.0,420.0,3.52,748.0,221.0,True,take_profit,,11.0,11.0,thetadata,30
2022-12-15,2023-01-13,2022-12-22,372.8258056640625,22.829999923706055,0.3139,medium,0.2,0.2,0.15,-0.05,344.0,355.0,402.0,413.0,3.74,726.0,205.0,True,take_profit,,11.0,11.0,thetadata,29
2023-03-15,2023-04-14,2023-04-14,374.20147705078125,26.139999389648438,0.4899,medium,0.2,0.2,0.15,-0.05,345.0,354.0,406.0,417.0,2.5,850.0,250.0,True,expiration,,9.0,11.0,thetadata,30
2023-10-18,2023-11-17,2023-11-08,418.1360168457031,19.219999313354492,0.3567,medium,0.2,0.2,0.15,-0.05,389.0,402.0,444.0,457.0,4.0,900.0,303.0,True,take_profit,,13.0,13.0,thetadata,30
2023-10-25,2023-11-24,2023-11-14,405.8313293457031,20.190000534057617,0.4712,medium,0.2,0.2,0.15,-0.05,376.0,388.0,434.0,446.0,3.84,816.0,-682.0,False,stop_loss,call,12.0,12.0,thetadata,30
2024-04-04,2024-05-03,2024-04-22,502.2480163574219,16.350000381469727,0.444,medium,0.2,0.2,0.15,-0.05,470.0,485.0,530.0,545.0,2.64,1236.0,160.0,True,take_profit,,15.0,15.0,thetadata,29
2024-04-18,2024-05-17,2024-05-01,488.9837951660156,18.0,0.6151,high,0.25,0.25,0.2,-0.05,460.0,475.0,514.0,529.0,3.95,1105.0,207.0,True,take_profit,,15.0,15.0,thetadata,29
2024-04-25,2024-05-24,2024-05-21,492.8700866699219,15.369999885559082,0.3423,medium,0.2,0.2,0.15,-0.05,462.0,477.0,518.0,533.0,3.3,1170.0,-890.0,False,stop_loss,call,15.0,15.0,thetadata,29
2024-07-30,2024-08-29,2024-08-29,532.2794189453125,17.690000534057617,0.5919,high,0.25,0.25,0.2,-0.05,502.0,518.0,559.0,575.0,2.98,1302.0,298.0,True,expiration,,16.0,16.0,thetadata,30
2024-08-06,2024-09-05,2024-09-03,512.7855224609375,27.709999084472656,0.5934,high,0.25,0.25,0.2,-0.05,475.0,489.0,553.0,568.0,7.13,787.0,447.0,True,take_profit,,14.0,15.0,thetadata,30
2024-09-04,2024-10-04,2024-10-01,541.0689697265625,21.31999969482422,0.3542,medium,0.2,0.2,0.15,-0.05,500.0,520.0,579.0,595.0,1.98,1802.0,139.0,True,take_profit,,20.0,16.0,thetadata,30
2024-10-30,2024-11-29,2024-11-13,571.35498046875,20.350000381469727,0.3179,medium,0.2,0.2,0.15,-0.05,530.0,547.0,612.0,630.0,1.94,1606.0,100.0,True,take_profit,,17.0,18.0,thetadata,30
2024-12-19,2025-01-17,2025-01-07,577.35400390625,24.09000015258789,0.4579,medium,0.2,0.2,0.15,-0.05,531.0,548.0,622.0,639.0,0.49,1651.0,33.0,True,take_profit,,17.0,17.0,thetadata,29
2025-02-27,2025-03-28,2025-03-19,578.2593994140625,21.1299991607666,0.3471,medium,0.2,0.2,0.15,-0.05,536.0,553.0,619.0,635.0,9.67,733.0,772.0,True,take_profit,,17.0,16.0,thetadata,29
2025-03-13,2025-04-11,2025-04-02,545.0197143554688,24.65999984741211,0.4792,medium,0.2,0.2,0.15,-0.05,501.0,517.0,592.0,608.0,0.93,1507.0,50.0,True,take_profit,,16.0,16.0,thetadata,29
2025-04-17,2025-05-16,2025-05-15,521.8651733398438,29.649999618530273,0.4396,medium,0.2,0.2,0.15,-0.05,473.0,489.0,575.0,591.0,2.24,1376.0,-1155.0,False,stop_loss,call,16.0,16.0,thetadata,29
2025-04-25,2025-05-23,2025-05-21,545.8860473632812,24.84000015258789,0.3207,medium,0.2,0.2,0.15,-0.05,500.0,518.0,593.0,609.0,5.73,1227.0,531.0,True,take_profit,,18.0,16.0,thetadata,28
2025-10-16,2025-11-14,2025-10-20,658.6936645507812,25.309999465942383,0.317,medium,0.2,0.2,0.15,-0.05,605.0,625.0,715.0,735.0,2.28,1772.0,135.0,True,take_profit,,20.0,20.0,thetadata,29
2025-11-20,2025-12-19,2025-11-28,650.6075439453125,26.420000076293945,0.345,medium,0.2,0.2,0.15,-0.05,595.0,615.0,707.0,725.0,2.45,1755.0,131.0,True,take_profit,,20.0,18.0,thetadata,29
