entry_date,expiration,exit_date,spot,vix,iv_rank,iv_tier,short_delta,put_delta,call_delta,call_delta_offset,long_put,short_put,short_call,long_call,credit,max_loss,pnl,won,exit_reason,side_breached,put_width,call_width,data_source,dte
2022-02-08,2022-03-09,2022-02-17,426.55291748046875,21.440000534057617,0.3794,medium,0.2,0.2,0.17,-0.03,395.0,408.0,455.0,468.0,5.48,752.0,276.0,True,take_profit,,13.0,13.0,thetadata,29
2022-02-15,2022-03-16,2022-03-07,421.9747009277344,25.700000762939453,0.6307,high,0.25,0.25,0.22,-0.03,391.0,404.0,450.0,463.0,5.08,792.0,263.0,True,take_profit,,13.0,13.0,thetadata,29
2022-03-02,2022-04-01,2022-03-14,414.20867919921875,30.739999771118164,0.8591,very_high,0.3,0.3,0.27,-0.03,386.0,398.0,440.0,452.0,6.99,501.0,353.0,True,take_profit,,12.0,12.0,thetadata,30
2022-03-09,2022-04-08,2022-03-25,404.2954406738281,32.45000076293945,0.8134,very_high,0.3,0.3,0.27,-0.03,377.0,389.0,433.0,445.0,3.78,822.0,-659.0,False,stop_loss,,12.0,12.0,thetadata,30
2022-03-16,2022-04-14,2022-03-29,412.0614013671875,26.670000076293945,0.5438,high,0.25,0.25,0.22,-0.03,382.0,394.0,441.0,453.0,5.29,671.0,-552.0,False,stop_loss,,12.0,12.0,thetadata,29
2022-03-23,2022-04-22,2022-04-13,421.1031799316406,23.56999969482422,0.3993,medium,0.2,0.2,0.17,-0.03,387.0,400.0,452.0,465.0,5.76,724.0,471.0,True,take_profit,,13.0,13.0,thetadata,30
2022-04-06,2022-05-06,2022-04-28,423.6840515136719,22.100000381469727,0.3307,medium,0.2,0.2,0.17,-0.03,391.0,404.0,453.0,466.0,3.43,957.0,231.0,True,take_profit,,13.0,13.0,thetadata,30
2022-04-13,2022-05-13,2022-04-25,420.6382141113281,21.81999969482422,0.3176,medium,0.2,0.2,0.17,-0.03,388.0,401.0,450.0,463.0,5.48,752.0,325.0,True,take_profit,,13.0,13.0,thetadata,30
2022-04-21,2022-05-20,2022-05-03,415.6567687988281,22.68000030517578,0.3577,medium,0.2,0.2,0.17,-0.03,384.0,396.0,445.0,457.0,4.91,709.0,270.0,True,take_profit,,12.0,12.0,thetadata,29
2022-05-05,2022-06-03,2022-05-23,392.64691162109375,31.200000762939453,0.7551,very_high,0.3,0.3,0.27,-0.03,365.0,377.0,417.0,429.0,4.82,718.0,285.0,True,take_profit,,12.0,12.0,thetadata,29
2022-05-12,2022-06-10,2022-06-07,372.2748718261719,31.770000457763672,0.7817,very_high,0.3,0.3,0.27,-0.03,348.0,358.0,397.0,408.0,6.6,440.0,-360.0,False,stop_loss,,10.0,11.0,thetadata,29
2022-05-19,2022-06-17,2022-06-13,369.5422668457031,29.350000381469727,0.6688,high,0.25,0.25,0.22,-0.03,340.0,352.0,398.0,409.0,4.92,708.0,372.0,True,take_profit,,12.0,11.0,thetadata,29
2022-06-03,2022-07-01,2022-06-24,389.544189453125,24.790000915527344,0.4562,medium,0.2,0.2,0.17,-0.03,358.0,370.0,420.0,432.0,4.17,783.0,358.0,True,take_profit,,12.0,12.0,thetadata,28
2022-06-10,2022-07-11,2022-06-29,369.8648681640625,27.75,0.5942,high,0.25,0.25,0.22,-0.03,342.0,353.0,396.0,407.0,2.86,814.0,150.0,True,take_profit,,11.0,11.0,thetadata,31
2022-06-17,2022-07-18,2022-07-08,348.6487731933594,31.1299991607666,0.7519,very_high,0.3,0.3,0.27,-0.03,325.0,335.0,370.0,380.0,5.05,495.0,-399.0,False,stop_loss,call,10.0,10.0,thetadata,31
2022-07-05,2022-08-03,2022-07-28,363.9913635253906,27.540000915527344,0.5844,high,0.25,0.25,0.22,-0.03,336.0,347.0,390.0,401.0,2.39,861.0,-746.0,False,stop_loss,,11.0,11.0,thetadata,29
2022-07-12,2022-08-10,2022-07-29,362.91455078125,27.290000915527344,0.5728,high,0.25,0.25,0.22,-0.03,335.0,346.0,388.0,399.0,4.9,610.0,-550.0,False,stop_loss,call,11.0,11.0,thetadata,29
2022-07-19,2022-08-17,2022-08-10,373.8163146972656,24.5,0.4426,medium,0.2,0.2,0.17,-0.03,345.0,355.0,403.0,414.0,3.74,726.0,-623.0,False,stop_loss,,10.0,11.0,thetadata,29
2022-07-26,2022-08-24,2022-08-10,372.5013122558594,24.690000534057617,0.4515,medium,0.2,0.2,0.17,-0.03,345.0,354.0,402.0,413.0,2.99,801.0,-683.0,False,stop_loss,,9.0,11.0,thetadata,29
2022-08-02,2022-08-31,2022-08-26,388.8635559082031,23.93000030517578,0.416,medium,0.2,0.2,0.17,-0.03,357.0,369.0,418.0,430.0,3.4,860.0,309.0,True,take_profit,,12.0,12.0,thetadata,29
2022-08-09,2022-09-07,2022-08-26,391.998779296875,21.770000457763672,0.3153,medium,0.2,0.2,0.17,-0.03,362.0,374.0,420.0,432.0,4.46,754.0,338.0,True,take_profit,,12.0,12.0,thetadata,29
2022-08-23,2022-09-21,2022-09-16,392.9517517089844,24.110000610351562,0.4244,medium,0.2,0.2,0.17,-0.03,361.0,373.0,424.0,436.0,3.66,834.0,286.0,True,take_profit,,12.0,12.0,thetadata,29
2022-08-30,2022-09-28,2022-09-16,379.47698974609375,26.209999084472656,0.5224,high,0.25,0.25,0.22,-0.03,352.0,363.0,405.0,416.0,4.26,674.0,287.0,True,take_profit,,11.0,11.0,thetadata,29
2022-09-07,2022-10-07,2022-10-04,379.0671691894531,24.639999389648438,0.4492,medium,0.2,0.2,0.17,-0.03,349.0,360.0,409.0,420.0,1.34,966.0,104.0,True,take_profit,,11.0,11.0,thetadata,30
2022-09-14,2022-10-14,2022-10-14,376.0367431640625,26.15999984741211,0.5201,high,0.25,0.25,0.22,-0.03,349.0,360.0,401.0,412.0,1.38,962.0,-962.0,False,expiration,put,11.0,11.0,thetadata,30
2022-09-21,2022-10-21,2022-10-07,361.11370849609375,27.989999771118164,0.6054,high,0.25,0.25,0.22,-0.03,333.0,344.0,387.0,398.0,4.72,628.0,283.0,True,take_profit,,11.0,11.0,thetadata,30
2022-09-28,2022-10-28,2022-10-14,354.5495300292969,30.18000030517578,0.7076,very_high,0.3,0.3,0.27,-0.03,330.0,341.0,377.0,388.0,5.34,566.0,278.0,True,take_profit,,11.0,11.0,thetadata,30
2022-10-05,2022-11-04,2022-11-01,360.82659912109375,28.549999237060547,0.6315,high,0.25,0.25,0.22,-0.03,333.0,344.0,386.0,397.0,6.29,471.0,317.0,True,take_profit,,11.0,11.0,thetadata,30
2022-10-12,2022-11-11,2022-10-28,341.1820373535156,33.56999969482422,0.8657,very_high,0.3,0.3,0.27,-0.03,320.0,328.0,365.0,375.0,4.77,523.0,-409.0,False,stop_loss,call,8.0,10.0,thetadata,30
2022-10-19,2022-11-18,2022-11-10,352.60711669921875,30.760000228881836,0.7346,very_high,0.3,0.3,0.27,-0.03,328.0,339.0,375.0,386.0,2.57,843.0,-682.0,False,stop_loss,call,11.0,11.0,thetadata,30
2022-11-02,2022-12-02,2022-11-22,358.7023620605469,25.860000610351562,0.504,high,0.25,0.25,0.22,-0.03,332.0,343.0,383.0,394.0,2.74,826.0,-681.0,False,stop_loss,,11.0,11.0,thetadata,30
2022-11-09,2022-12-09,2022-11-25,357.9942932128906,26.09000015258789,0.4861,medium,0.2,0.2,0.17,-0.03,325.0,338.0,387.0,398.0,3.66,934.0,-949.0,False,stop_loss,,13.0,11.0,thetadata,30
2022-11-16,2022-12-16,2022-12-06,378.394775390625,24.110000610351562,0.3783,medium,0.2,0.2,0.17,-0.03,348.0,359.0,408.0,419.0,3.69,731.0,223.0,True,take_profit,,11.0,11.0,thetadata,30
2022-12-15,2023-01-13,2022-12-27,372.8258056640625,22.829999923706055,0.3139,medium,0.2,0.2,0.17,-0.03,344.0,355.0,399.0,410.0,3.74,726.0,213.0,True,take_profit,,11.0,11.0,thetadata,29
2023-03-15,2023-04-14,2023-04-14,374.20147705078125,26.139999389648438,0.4899,medium,0.2,0.2,0.17,-0.03,345.0,354.0,405.0,416.0,2.67,833.0,267.0,True,expiration,,9.0,11.0,thetadata,30
2023-10-18,2023-11-17,2023-11-08,418.1360168457031,19.219999313354492,0.3567,medium,0.2,0.2,0.17,-0.03,389.0,402.0,443.0,456.0,4.28,872.0,306.0,True,take_profit,,13.0,13.0,thetadata,30
2023-10-25,2023-11-24,2023-11-14,405.8313293457031,20.190000534057617,0.4712,medium,0.2,0.2,0.17,-0.03,376.0,388.0,431.0,443.0,4.53,747.0,-674.0,False,stop_loss,call,12.0,12.0,thetadata,30
2024-04-04,2024-05-03,2024-04-22,502.2480163574219,16.350000381469727,0.444,medium,0.2,0.2,0.17,-0.03,470.0,485.0,528.0,545.0,3.17,1383.0,212.0,True,take_profit,,15.0,17.0,thetadata,29
2024-04-18,2024-05-17,2024-05-15,488.9837951660156,18.0,0.6151,high,0.25,0.25,0.22,-0.03,460.0,475.0,512.0,527.0,4.46,1054.0,-1002.0,False,stop_loss,call,15.0,15.0,thetadata,29
2024-04-25,2024-05-24,2024-05-20,492.8700866699219,15.369999885559082,0.3423,medium,0.2,0.2,0.17,-0.03,462.0,477.0,516.0,531.0,3.87,1113.0,-842.0,False,stop_loss,call,15.0,15.0,thetadata,29
2024-07-30,2024-08-29,2024-08-29,532.2794189453125,17.690000534057617,0.5919,high,0.25,0.25,0.22,-0.03,502.0,518.0,557.0,573.0,3.86,1214.0,386.0,True,expiration,,16.0,16.0,thetadata,30
2024-09-04,2024-10-04,2024-10-01,541.0689697265625,21.31999969482422,0.3542,medium,0.2,0.2,0.17,-0.03,500.0,520.0,577.0,595.0,2.17,1783.0,117.0,True,take_profit,,20.0,18.0,thetadata,30
2024-10-30,2024-11-29,2024-11-14,571.35498046875,20.350000381469727,0.3179,medium,0.2,0.2,0.17,-0.03,530.0,547.0,607.0,624.0,2.51,1449.0,173.0,True,take_profit,,17.0,17.0,thetadata,30
2024-12-19,2025-01-17,2025-01-07,577.35400390625,24.09000015258789,0.4579,medium,0.2,0.2,0.17,-0.03,531.0,548.0,620.0,637.0,0.62,1638.0,45.0,True,take_profit,,17.0,17.0,thetadata,29
2025-02-27,2025-03-28,2025-03-19,578.2593994140625,21.1299991607666,0.3471,medium,0.2,0.2,0.17,-0.03,536.0,553.0,617.0,635.0,9.86,814.0,791.0,True,take_profit,,17.0,18.0,thetadata,29
2025-03-13,2025-04-11,2025-04-11,545.0197143554688,24.65999984741211,0.4792,medium,0.2,0.2,0.17,-0.03,501.0,517.0,588.0,604.0,1.28,1472.0,128.0,True,expiration,,16.0,16.0,thetadata,29
2025-04-17,2025-05-16,2025-05-13,521.8651733398438,29.649999618530273,0.4396,medium,0.2,0.2,0.17,-0.03,473.0,489.0,571.0,587.0,2.47,1353.0,-1047.0,False,stop_loss,call,16.0,16.0,thetadata,29
2025-04-25,2025-05-23,2025-05-07,545.8860473632812,24.84000015258789,0.3207,medium,0.2,0.2,0.17,-0.03,500.0,518.0,589.0,605.0,2.72,1528.0,145.0,True,take_profit,,18.0,16.0,thetadata,28
2025-10-16,2025-11-14,2025-10-20,658.6936645507812,25.309999465942383,0.317,medium,0.2,0.2,0.17,-0.03,605.0,625.0,710.0,730.0,2.38,1762.0,136.0,True,take_profit,,20.0,20.0,thetadata,29
2025-11-20,2025-12-19,2025-12-01,650.6075439453125,26.420000076293945,0.345,medium,0.2,0.2,0.17,-0.03,595.0,615.0,704.0,725.0,2.55,1845.0,142.0,True,take_profit,,20.0,21.0,thetadata,29
