combo_id,underlying,strategy_type,width_pct,tp_pct,sl_mult,entry_date,expiration_date,exit_date,dte,short_strike,long_strike,spot_at_entry,credit,max_loss,exit_cost,pnl,exit_reason,iv_at_entry,iv_rank_at_entry,has_real_quote,short_ticker,long_ticker
IWM_2022-01-03_PUT_5pct_TP75_SL100,IWM,PUT,0.05,0.75,1.0,2022-01-03,2022-02-07,2022-01-05,35,217.0,206.0,225.32,1.6,940.0,3.34,-174.0,stop_loss,0.22933652874992416,0.5146402929065477,False,O:IWM220207P00217000,O:IWM220207P00206000
IWM_2022-01-03_PUT_5pct_TP75_SL200,IWM,PUT,0.05,0.75,2.0,2022-01-03,2022-02-07,2022-01-18,35,217.0,206.0,225.32,1.6,940.0,5.27,-367.0,stop_loss,0.22933652874992416,0.5146402929065477,False,O:IWM220207P00217000,O:IWM220207P00206000
QQQ_2022-01-03_PUT_5pct_TP50_SL100,QQQ,PUT,0.05,0.5,1.0,2022-01-03,2022-02-07,2022-01-05,35,385.0,365.0,401.68,2.15,1785.0000000000002,4.94,-279.0,stop_loss,0.22932838039039208,0.6043009234545244,False,O:QQQ220207P00385000,O:QQQ220207P00365000
QQQ_2022-01-03_PUT_5pct_TP50_SL200,QQQ,PUT,0.05,0.5,2.0,2022-01-03,2022-02-07,2022-01-07,35,385.0,365.0,401.68,2.15,1785.0000000000002,6.94,-479.0,stop_loss,0.22932838039039208,0.6043009234545244,False,O:QQQ220207P00385000,O:QQQ220207P00365000
QQQ_2022-01-03_PUT_5pct_TP75_SL100,QQQ,PUT,0.05,0.75,1.0,2022-01-03,2022-02-07,2022-01-05,35,385.0,365.0,401.68,2.15,1785.0000000000002,4.94,-279.0,stop_loss,0.22932838039039208,0.6043009234545244,False,O:QQQ220207P00385000,O:QQQ220207P00365000
QQQ_2022-01-03_PUT_5pct_TP75_SL200,QQQ,PUT,0.05,0.75,2.0,2022-01-03,2022-02-07,2022-01-07,35,385.0,365.0,401.68,2.15,1785.0000000000002,6.94,-479.0,stop_loss,0.22932838039039208,0.6043009234545244,False,O:QQQ220207P00385000,O:QQQ220207P00365000
SPY_2022-01-03_PUT_10pct_TP50_SL100,SPY,PUT,0.1,0.5,1.0,2022-01-03,2022-02-07,2022-01-10,35,465.0,415.0,477.71,3.39,4661.0,6.87,-348.0,stop_loss,0.16362388706384812,0.7015240182683161,False,O:SPY220207P00465000,O:SPY220207P00415000
SPY_2022-01-03_PUT_10pct_TP50_SL200,SPY,PUT,0.1,0.5,2.0,2022-01-03,2022-02-07,2022-01-18,35,465.0,415.0,477.71,3.39,4661.0,12.18,-879.0,stop_loss,0.16362388706384812,0.7015240182683161,False,O:SPY220207P00465000,O:SPY220207P00415000
SPY_2022-01-03_PUT_10pct_TP75_SL100,SPY,PUT,0.1,0.75,1.0,2022-01-03,2022-02-07,2022-01-10,35,465.0,415.0,477.71,3.39,4661.0,6.87,-348.0,stop_loss,0.16362388706384812,0.7015240182683161,False,O:SPY220207P00465000,O:SPY220207P00415000
SPY_2022-01-03_PUT_10pct_TP75_SL200,SPY,PUT,0.1,0.75,2.0,2022-01-03,2022-02-07,2022-01-18,35,465.0,415.0,477.71,3.39,4661.0,12.18,-879.0,stop_loss,0.16362388706384812,0.7015240182683161,False,O:SPY220207P00465000,O:SPY220207P00415000
SPY_2022-01-03_PUT_5pct_TP50_SL100,SPY,PUT,0.05,0.5,1.0,2022-01-03,2022-02-07,2022-01-06,35,465.0,440.0,477.71,2.5,2250.0,5.13,-263.0,stop_loss,0.16362388706384812,0.7015240182683161,False,O:SPY220207P00465000,O:SPY220207P00440000
SPY_2022-01-03_PUT_5pct_TP50_SL200,SPY,PUT,0.05,0.5,2.0,2022-01-03,2022-02-07,2022-01-18,35,465.0,440.0,477.71,2.5,2250.0,9.43,-693.0,stop_loss,0.16362388706384812,0.7015240182683161,False,O:SPY220207P00465000,O:SPY220207P00440000
SPY_2022-01-03_PUT_5pct_TP75_SL100,SPY,PUT,0.05,0.75,1.0,2022-01-03,2022-02-07,2022-01-06,35,465.0,440.0,477.71,2.5,2250.0,5.13,-263.0,stop_loss,0.16362388706384812,0.7015240182683161,False,O:SPY220207P00465000,O:SPY220207P00440000
SPY_2022-01-03_PUT_5pct_TP75_SL200,SPY,PUT,0.05,0.75,2.0,2022-01-03,2022-02-07,2022-01-18,35,465.0,440.0,477.71,2.5,2250.0,9.43,-693.0,stop_loss,0.16362388706384812,0.7015240182683161,False,O:SPY220207P00465000,O:SPY220207P00440000
TLT_2022-01-03_CALL_5pct_TP50_SL100,TLT,CALL,0.05,0.5,1.0,2022-01-03,2022-02-04,2022-01-06,32,149.5,157.0,144.3,0.65,685.0,0.1,55.0,take_profit,0.15895971054778166,0.5477730514191771,False,O:TLT220204C00149500,O:TLT220204C00157000
TLT_2022-01-03_CALL_5pct_TP50_SL200,TLT,CALL,0.05,0.5,2.0,2022-01-03,2022-02-04,2022-01-06,32,149.5,157.0,144.3,0.65,685.0,0.1,55.0,take_profit,0.15895971054778166,0.5477730514191771,False,O:TLT220204C00149500,O:TLT220204C00157000
TLT_2022-01-03_CALL_5pct_TP75_SL100,TLT,CALL,0.05,0.75,1.0,2022-01-03,2022-02-04,2022-01-06,32,149.5,157.0,144.3,0.65,685.0,0.1,55.0,take_profit,0.15895971054778166,0.5477730514191771,False,O:TLT220204C00149500,O:TLT220204C00157000
TLT_2022-01-03_CALL_5pct_TP75_SL200,TLT,CALL,0.05,0.75,2.0,2022-01-03,2022-02-04,2022-01-06,32,149.5,157.0,144.3,0.65,685.0,0.1,55.0,take_profit,0.15895971054778166,0.5477730514191771,False,O:TLT220204C00149500,O:TLT220204C00157000
TLT_2022-01-03_PUT_5pct_TP50_SL100,TLT,PUT,0.05,0.5,1.0,2022-01-03,2022-02-04,2022-01-18,32,140.0,133.0,144.3,0.85,615.0,1.9,-105.0,stop_loss,0.15895971054778166,0.5477730514191771,False,O:TLT220204P00140000,O:TLT220204P00133000
TLT_2022-01-03_PUT_5pct_TP50_SL200,TLT,PUT,0.05,0.5,2.0,2022-01-03,2022-02-04,2022-01-27,32,140.0,133.0,144.3,0.85,615.0,0.41,44.0,take_profit,0.15895971054778166,0.5477730514191771,False,O:TLT220204P00140000,O:TLT220204P00133000
TLT_2022-01-03_PUT_5pct_TP75_SL100,TLT,PUT,0.05,0.75,1.0,2022-01-03,2022-02-04,2022-01-18,32,140.0,133.0,144.3,0.85,615.0,1.9,-105.0,stop_loss,0.15895971054778166,0.5477730514191771,False,O:TLT220204P00140000,O:TLT220204P00133000
TLT_2022-01-03_PUT_5pct_TP75_SL200,TLT,PUT,0.05,0.75,2.0,2022-01-03,2022-02-04,2022-02-04,32,140.0,133.0,144.3,0.85,615.0,0.0,85.0,expiration,0.15895971054778166,0.5477730514191771,False,O:TLT220204P00140000,O:TLT220204P00133000
XLF_2022-01-03_PUT_5pct_TP50_SL100,XLF,PUT,0.05,0.5,1.0,2022-01-03,2022-02-04,2022-01-07,32,38.5,36.5,39.53,0.32,168.0,0.16,16.0,take_profit,0.18718641570084876,0.5205927801095506,False,O:XLF220204P00038500,O:XLF220204P00036500
XLF_2022-01-03_PUT_5pct_TP50_SL200,XLF,PUT,0.05,0.5,2.0,2022-01-03,2022-02-04,2022-01-07,32,38.5,36.5,39.53,0.32,168.0,0.16,16.0,take_profit,0.18718641570084876,0.5205927801095506,False,O:XLF220204P00038500,O:XLF220204P00036500
XLF_2022-01-03_PUT_5pct_TP75_SL100,XLF,PUT,0.05,0.75,1.0,2022-01-03,2022-02-04,2022-01-24,32,38.5,36.5,39.53,0.32,168.0,0.64,-32.0,stop_loss,0.18718641570084876,0.5205927801095506,False,O:XLF220204P00038500,O:XLF220204P00036500
XLF_2022-01-03_PUT_5pct_TP75_SL200,XLF,PUT,0.05,0.75,2.0,2022-01-03,2022-02-04,2022-02-01,32,38.5,36.5,39.53,0.32,168.0,0.04,28.0,take_profit,0.18718641570084876,0.5205927801095506,False,O:XLF220204P00038500,O:XLF220204P00036500
XLV_2022-01-03_PUT_10pct_TP50_SL100,XLV,PUT,0.1,0.5,1.0,2022-01-03,2022-02-04,2022-02-04,32,136.5,123.0,139.44,0.91,1259.0,0.0,91.0,expiration,0.125576604586131,0.4087627057165328,False,O:XLV220204P00136500,O:XLV220204P00123000
XLV_2022-01-03_PUT_10pct_TP50_SL200,XLV,PUT,0.1,0.5,2.0,2022-01-03,2022-02-04,2022-02-04,32,136.5,123.0,139.44,0.91,1259.0,0.0,91.0,expiration,0.125576604586131,0.4087627057165328,False,O:XLV220204P00136500,O:XLV220204P00123000
XLV_2022-01-03_PUT_10pct_TP75_SL100,XLV,PUT,0.1,0.75,1.0,2022-01-03,2022-02-04,2022-02-04,32,136.5,123.0,139.44,0.91,1259.0,0.0,91.0,expiration,0.125576604586131,0.4087627057165328,False,O:XLV220204P00136500,O:XLV220204P00123000
XLV_2022-01-03_PUT_10pct_TP75_SL200,XLV,PUT,0.1,0.75,2.0,2022-01-03,2022-02-04,2022-02-04,32,136.5,123.0,139.44,0.91,1259.0,0.0,91.0,expiration,0.125576604586131,0.4087627057165328,False,O:XLV220204P00136500,O:XLV220204P00123000
GLD_2022-01-04_CALL_10pct_TP50_SL100,GLD,CALL,0.1,0.5,1.0,2022-01-04,2022-02-11,2022-02-11,38,174.0,191.0,169.57,1.17,1583.0,0.0,117.0,expiration,0.10536374766639672,0.27390401469935416,False,O:GLD220211C00174000,O:GLD220211C00191000
GLD_2022-01-04_CALL_10pct_TP50_SL200,GLD,CALL,0.1,0.5,2.0,2022-01-04,2022-02-11,2022-02-11,38,174.0,191.0,169.57,1.17,1583.0,0.0,117.0,expiration,0.10536374766639672,0.27390401469935416,False,O:GLD220211C00174000,O:GLD220211C00191000
GLD_2022-01-04_CALL_10pct_TP75_SL100,GLD,CALL,0.1,0.75,1.0,2022-01-04,2022-02-11,2022-02-11,38,174.0,191.0,169.57,1.17,1583.0,0.0,117.0,expiration,0.10536374766639672,0.27390401469935416,False,O:GLD220211C00174000,O:GLD220211C00191000
GLD_2022-01-04_CALL_10pct_TP75_SL200,GLD,CALL,0.1,0.75,2.0,2022-01-04,2022-02-11,2022-02-11,38,174.0,191.0,169.57,1.17,1583.0,0.0,117.0,expiration,0.10536374766639672,0.27390401469935416,False,O:GLD220211C00174000,O:GLD220211C00191000
GLD_2022-01-04_CALL_5pct_TP50_SL100,GLD,CALL,0.05,0.5,1.0,2022-01-04,2022-02-11,2022-01-27,38,174.0,182.0,169.57,0.94,706.0,0.23,71.0,take_profit,0.10536374766639672,0.27390401469935416,False,O:GLD220211C00174000,O:GLD220211C00182000
GLD_2022-01-04_CALL_5pct_TP50_SL200,GLD,CALL,0.05,0.5,2.0,2022-01-04,2022-02-11,2022-01-27,38,174.0,182.0,169.57,0.94,706.0,0.23,71.0,take_profit,0.10536374766639672,0.27390401469935416,False,O:GLD220211C00174000,O:GLD220211C00182000
GLD_2022-01-04_CALL_5pct_TP75_SL100,GLD,CALL,0.05,0.75,1.0,2022-01-04,2022-02-11,2022-01-27,38,174.0,182.0,169.57,0.94,706.0,0.23,71.0,take_profit,0.10536374766639672,0.27390401469935416,False,O:GLD220211C00174000,O:GLD220211C00182000
GLD_2022-01-04_CALL_5pct_TP75_SL200,GLD,CALL,0.05,0.75,2.0,2022-01-04,2022-02-11,2022-01-27,38,174.0,182.0,169.57,0.94,706.0,0.23,71.0,take_profit,0.10536374766639672,0.27390401469935416,False,O:GLD220211C00174000,O:GLD220211C00182000
QQQ_2022-01-07_CALL_5pct_TP50_SL100,QQQ,CALL,0.05,0.5,1.0,2022-01-07,2022-02-11,2022-01-18,35,401.0,420.0,379.86,1.96,1704.0,0.67,129.0,take_profit,0.2329724885271154,0.5935050016459392,False,O:QQQ220211C00401000,O:QQQ220211C00420000
QQQ_2022-01-07_CALL_5pct_TP50_SL200,QQQ,CALL,0.05,0.5,2.0,2022-01-07,2022-02-11,2022-01-18,35,401.0,420.0,379.86,1.96,1704.0,0.67,129.0,take_profit,0.2329724885271154,0.5935050016459392,False,O:QQQ220211C00401000,O:QQQ220211C00420000
QQQ_2022-01-07_CALL_5pct_TP75_SL100,QQQ,CALL,0.05,0.75,1.0,2022-01-07,2022-02-11,2022-01-19,35,401.0,420.0,379.86,1.96,1704.0,0.32,164.0,take_profit,0.2329724885271154,0.5935050016459392,False,O:QQQ220211C00401000,O:QQQ220211C00420000
QQQ_2022-01-07_CALL_5pct_TP75_SL200,QQQ,CALL,0.05,0.75,2.0,2022-01-07,2022-02-11,2022-01-19,35,401.0,420.0,379.86,1.96,1704.0,0.32,164.0,take_profit,0.2329724885271154,0.5935050016459392,False,O:QQQ220211C00401000,O:QQQ220211C00420000
QQQ_2022-01-07_PUT_10pct_TP50_SL100,QQQ,PUT,0.1,0.5,1.0,2022-01-07,2022-02-11,2022-01-21,35,364.0,325.0,379.86,5.33,3367.0,13.33,-800.0,stop_loss,0.2329724885271154,0.5935050016459392,False,O:QQQ220211P00364000,O:QQQ220211P00325000
QQQ_2022-01-07_PUT_10pct_TP50_SL200,QQQ,PUT,0.1,0.5,2.0,2022-01-07,2022-02-11,2022-01-26,35,364.0,325.0,379.86,5.33,3367.0,19.77,-1444.0,stop_loss,0.2329724885271154,0.5935050016459392,False,O:QQQ220211P00364000,O:QQQ220211P00325000
QQQ_2022-01-07_PUT_10pct_TP75_SL100,QQQ,PUT,0.1,0.75,1.0,2022-01-07,2022-02-11,2022-01-21,35,364.0,325.0,379.86,5.33,3367.0,13.33,-800.0,stop_loss,0.2329724885271154,0.5935050016459392,False,O:QQQ220211P00364000,O:QQQ220211P00325000
QQQ_2022-01-07_PUT_10pct_TP75_SL200,QQQ,PUT,0.1,0.75,2.0,2022-01-07,2022-02-11,2022-01-26,35,364.0,325.0,379.86,5.33,3367.0,19.77,-1444.0,stop_loss,0.2329724885271154,0.5935050016459392,False,O:QQQ220211P00364000,O:QQQ220211P00325000
QQQ_2022-01-07_PUT_5pct_TP50_SL100,QQQ,PUT,0.05,0.5,1.0,2022-01-07,2022-02-11,2022-01-21,35,364.0,345.0,379.86,3.84,1516.0,8.47,-463.0,stop_loss,0.2329724885271154,0.5935050016459392,False,O:QQQ220211P00364000,O:QQQ220211P00345000
QQQ_2022-01-07_PUT_5pct_TP50_SL200,QQQ,PUT,0.05,0.5,2.0,2022-01-07,2022-02-11,2022-01-26,35,364.0,345.0,379.86,3.84,1516.0,13.96,-1012.0,stop_loss,0.2329724885271154,0.5935050016459392,False,O:QQQ220211P00364000,O:QQQ220211P00345000
QQQ_2022-01-07_PUT_5pct_TP75_SL100,QQQ,PUT,0.05,0.75,1.0,2022-01-07,2022-02-11,2022-01-21,35,364.0,345.0,379.86,3.84,1516.0,8.47,-463.0,stop_loss,0.2329724885271154,0.5935050016459392,False,O:QQQ220211P00364000,O:QQQ220211P00345000
QQQ_2022-01-07_PUT_5pct_TP75_SL200,QQQ,PUT,0.05,0.75,2.0,2022-01-07,2022-02-11,2022-01-26,35,364.0,345.0,379.86,3.84,1516.0,13.96,-1012.0,stop_loss,0.2329724885271154,0.5935050016459392,False,O:QQQ220211P00364000,O:QQQ220211P00345000
DIA_2022-01-10_CALL_5pct_TP50_SL100,DIA,CALL,0.05,0.5,1.0,2022-01-10,2022-02-11,2022-01-19,32,372.0,390.0,360.79,1.34,1666.0,0.32,102.0,take_profit,0.13070468093677398,0.5130935884665706,False,O:DIA220211C00372000,O:DIA220211C00390000
DIA_2022-01-10_CALL_5pct_TP50_SL200,DIA,CALL,0.05,0.5,2.0,2022-01-10,2022-02-11,2022-01-19,32,372.0,390.0,360.79,1.34,1666.0,0.32,102.0,take_profit,0.13070468093677398,0.5130935884665706,False,O:DIA220211C00372000,O:DIA220211C00390000
DIA_2022-01-10_CALL_5pct_TP75_SL100,DIA,CALL,0.05,0.75,1.0,2022-01-10,2022-02-11,2022-01-19,32,372.0,390.0,360.79,1.34,1666.0,0.32,102.0,take_profit,0.13070468093677398,0.5130935884665706,False,O:DIA220211C00372000,O:DIA220211C00390000
DIA_2022-01-10_CALL_5pct_TP75_SL200,DIA,CALL,0.05,0.75,2.0,2022-01-10,2022-02-11,2022-01-19,32,372.0,390.0,360.79,1.34,1666.0,0.32,102.0,take_profit,0.13070468093677398,0.5130935884665706,False,O:DIA220211C00372000,O:DIA220211C00390000
IWM_2022-01-10_CALL_10pct_TP50_SL100,IWM,CALL,0.1,0.5,1.0,2022-01-10,2022-02-14,2022-02-14,35,227.0,250.0,215.32,1.26,2174.0,0.0,126.0,expiration,0.22829512088330176,0.46078723318983145,False,O:IWM220214C00227000,O:IWM220214C00250000
IWM_2022-01-10_CALL_10pct_TP50_SL200,IWM,CALL,0.1,0.5,2.0,2022-01-10,2022-02-14,2022-02-14,35,227.0,250.0,215.32,1.26,2174.0,0.0,126.0,expiration,0.22829512088330176,0.46078723318983145,False,O:IWM220214C00227000,O:IWM220214C00250000
IWM_2022-01-10_CALL_10pct_TP75_SL100,IWM,CALL,0.1,0.75,1.0,2022-01-10,2022-02-14,2022-02-14,35,227.0,250.0,215.32,1.26,2174.0,0.0,126.0,expiration,0.22829512088330176,0.46078723318983145,False,O:IWM220214C00227000,O:IWM220214C00250000
IWM_2022-01-10_CALL_10pct_TP75_SL200,IWM,CALL,0.1,0.75,2.0,2022-01-10,2022-02-14,2022-02-14,35,227.0,250.0,215.32,1.26,2174.0,0.0,126.0,expiration,0.22829512088330176,0.46078723318983145,False,O:IWM220214C00227000,O:IWM220214C00250000
IWM_2022-01-10_PUT_10pct_TP50_SL100,IWM,PUT,0.1,0.5,1.0,2022-01-10,2022-02-14,2022-01-21,35,207.0,190.0,215.32,2.55,1445.0,6.73,-418.0,stop_loss,0.22829512088330176,0.46078723318983145,False,O:IWM220214P00207000,O:IWM220214P00190000
IWM_2022-01-10_PUT_10pct_TP50_SL200,IWM,PUT,0.1,0.5,2.0,2022-01-10,2022-02-14,2022-01-24,35,207.0,190.0,215.32,2.55,1445.0,9.75,-720.0,stop_loss,0.22829512088330176,0.46078723318983145,False,O:IWM220214P00207000,O:IWM220214P00190000
IWM_2022-01-10_PUT_10pct_TP75_SL100,IWM,PUT,0.1,0.75,1.0,2022-01-10,2022-02-14,2022-01-21,35,207.0,190.0,215.32,2.55,1445.0,6.73,-418.0,stop_loss,0.22829512088330176,0.46078723318983145,False,O:IWM220214P00207000,O:IWM220214P00190000
IWM_2022-01-10_PUT_10pct_TP75_SL200,IWM,PUT,0.1,0.75,2.0,2022-01-10,2022-02-14,2022-01-24,35,207.0,190.0,215.32,2.55,1445.0,9.75,-720.0,stop_loss,0.22829512088330176,0.46078723318983145,False,O:IWM220214P00207000,O:IWM220214P00190000
IWM_2022-01-10_PUT_5pct_TP50_SL100,IWM,PUT,0.05,0.5,1.0,2022-01-10,2022-02-14,2022-01-19,35,207.0,196.0,215.32,1.57,943.0,3.71,-214.0,stop_loss,0.22829512088330176,0.46078723318983145,False,O:IWM220214P00207000,O:IWM220214P00196000
IWM_2022-01-10_PUT_5pct_TP50_SL200,IWM,PUT,0.05,0.5,2.0,2022-01-10,2022-02-14,2022-01-24,35,207.0,196.0,215.32,1.57,943.0,7.63,-606.0,stop_loss,0.22829512088330176,0.46078723318983145,False,O:IWM220214P00207000,O:IWM220214P00196000
IWM_2022-01-10_PUT_5pct_TP75_SL100,IWM,PUT,0.05,0.75,1.0,2022-01-10,2022-02-14,2022-01-19,35,207.0,196.0,215.32,1.57,943.0,3.71,-214.0,stop_loss,0.22829512088330176,0.46078723318983145,False,O:IWM220214P00207000,O:IWM220214P00196000
IWM_2022-01-10_PUT_5pct_TP75_SL200,IWM,PUT,0.05,0.75,2.0,2022-01-10,2022-02-14,2022-01-24,35,207.0,196.0,215.32,1.57,943.0,7.63,-606.0,stop_loss,0.22829512088330176,0.46078723318983145,False,O:IWM220214P00207000,O:IWM220214P00196000
SPY_2022-01-10_CALL_10pct_TP50_SL100,SPY,CALL,0.1,0.5,1.0,2022-01-10,2022-02-14,2022-01-19,35,484.0,515.0,465.51,1.04,2996.0,0.22,82.0,take_profit,0.1563967221382356,0.6492397696386234,False,O:SPY220214C00484000,O:SPY220214C00515000
SPY_2022-01-10_CALL_10pct_TP50_SL200,SPY,CALL,0.1,0.5,2.0,2022-01-10,2022-02-14,2022-01-19,35,484.0,515.0,465.51,1.04,2996.0,0.22,82.0,take_profit,0.1563967221382356,0.6492397696386234,False,O:SPY220214C00484000,O:SPY220214C00515000
SPY_2022-01-10_CALL_10pct_TP75_SL100,SPY,CALL,0.1,0.75,1.0,2022-01-10,2022-02-14,2022-01-19,35,484.0,515.0,465.51,1.04,2996.0,0.22,82.0,take_profit,0.1563967221382356,0.6492397696386234,False,O:SPY220214C00484000,O:SPY220214C00515000
SPY_2022-01-10_CALL_10pct_TP75_SL200,SPY,CALL,0.1,0.75,2.0,2022-01-10,2022-02-14,2022-01-19,35,484.0,515.0,465.51,1.04,2996.0,0.22,82.0,take_profit,0.1563967221382356,0.6492397696386234,False,O:SPY220214C00484000,O:SPY220214C00515000
SPY_2022-01-10_PUT_10pct_TP50_SL100,SPY,PUT,0.1,0.5,1.0,2022-01-10,2022-02-14,2022-01-21,35,453.0,420.0,465.51,5.85,2715.0,12.38,-653.0,stop_loss,0.1563967221382356,0.6492397696386234,False,O:SPY220214P00453000,O:SPY220214P00420000
SPY_2022-01-10_PUT_10pct_TP50_SL200,SPY,PUT,0.1,0.5,2.0,2022-01-10,2022-02-14,2022-01-24,35,453.0,420.0,465.51,5.85,2715.0,18.02,-1217.0,stop_loss,0.1563967221382356,0.6492397696386234,False,O:SPY220214P00453000,O:SPY220214P00420000
SPY_2022-01-10_PUT_10pct_TP75_SL100,SPY,PUT,0.1,0.75,1.0,2022-01-10,2022-02-14,2022-01-21,35,453.0,420.0,465.51,5.85,2715.0,12.38,-653.0,stop_loss,0.1563967221382356,0.6492397696386234,False,O:SPY220214P00453000,O:SPY220214P00420000
SPY_2022-01-10_PUT_10pct_TP75_SL200,SPY,PUT,0.1,0.75,2.0,2022-01-10,2022-02-14,2022-01-24,35,453.0,420.0,465.51,5.85,2715.0,18.02,-1217.0,stop_loss,0.1563967221382356,0.6492397696386234,False,O:SPY220214P00453000,O:SPY220214P00420000
SPY_2022-01-10_PUT_5pct_TP50_SL100,SPY,PUT,0.05,0.5,1.0,2022-01-10,2022-02-14,2022-01-24,35,453.0,430.0,465.51,5.1,1789.9999999999998,15.63,-1053.0,stop_loss,0.1563967221382356,0.6492397696386234,False,O:SPY220214P00453000,O:SPY220214P00430000
SPY_2022-01-10_PUT_5pct_TP50_SL200,SPY,PUT,0.05,0.5,2.0,2022-01-10,2022-02-14,2022-01-24,35,453.0,430.0,465.51,5.1,1789.9999999999998,15.63,-1053.0,stop_loss,0.1563967221382356,0.6492397696386234,False,O:SPY220214P00453000,O:SPY220214P00430000
SPY_2022-01-10_PUT_5pct_TP75_SL100,SPY,PUT,0.05,0.75,1.0,2022-01-10,2022-02-14,2022-01-24,35,453.0,430.0,465.51,5.1,1789.9999999999998,15.63,-1053.0,stop_loss,0.1563967221382356,0.6492397696386234,False,O:SPY220214P00453000,O:SPY220214P00430000
SPY_2022-01-10_PUT_5pct_TP75_SL200,SPY,PUT,0.05,0.75,2.0,2022-01-10,2022-02-14,2022-01-24,35,453.0,430.0,465.51,5.1,1789.9999999999998,15.63,-1053.0,stop_loss,0.1563967221382356,0.6492397696386234,False,O:SPY220214P00453000,O:SPY220214P00430000
TLT_2022-01-10_CALL_5pct_TP50_SL100,TLT,CALL,0.05,0.5,1.0,2022-01-10,2022-02-11,2022-01-31,32,147.5,155.0,142.61,0.59,691.0,0.2,39.0,take_profit,0.14354259955148804,0.5303271608542118,False,O:TLT220211C00147500,O:TLT220211C00155000
TLT_2022-01-10_CALL_5pct_TP50_SL200,TLT,CALL,0.05,0.5,2.0,2022-01-10,2022-02-11,2022-01-31,32,147.5,155.0,142.61,0.59,691.0,0.2,39.0,take_profit,0.14354259955148804,0.5303271608542118,False,O:TLT220211C00147500,O:TLT220211C00155000
TLT_2022-01-10_CALL_5pct_TP75_SL100,TLT,CALL,0.05,0.75,1.0,2022-01-10,2022-02-11,2022-02-04,32,147.5,155.0,142.61,0.59,691.0,0.0,59.0,take_profit,0.14354259955148804,0.5303271608542118,False,O:TLT220211C00147500,O:TLT220211C00155000
