combo_id,underlying,strategy_type,width_pct,tp_pct,sl_mult,entry_date,expiration_date,exit_date,dte,short_strike,long_strike,spot_at_entry,credit,max_loss,exit_cost,pnl,exit_reason,iv_at_entry,iv_rank_at_entry,has_real_quote,short_ticker,long_ticker
DIA_2023-01-03_CALL_5pct_TP50_SL100,DIA,CALL,0.05,0.5,1.0,2023-01-03,2023-02-10,2023-01-11,38,345.0,360.0,331.22,1.93,1307.0,4.02,-209.0,stop_loss,0.1585250058814549,0.3240728717980149,True,O:DIA230210C00345000,O:DIA230210C00360000
DIA_2023-01-03_CALL_5pct_TP50_SL200,DIA,CALL,0.05,0.5,2.0,2023-01-03,2023-02-10,2023-01-19,38,345.0,360.0,331.22,1.93,1307.0,0.7,123.0,take_profit,0.1585250058814549,0.3240728717980149,True,O:DIA230210C00345000,O:DIA230210C00360000
DIA_2023-01-03_CALL_5pct_TP75_SL100,DIA,CALL,0.05,0.75,1.0,2023-01-03,2023-02-10,2023-01-11,38,345.0,360.0,331.22,1.93,1307.0,4.02,-209.0,stop_loss,0.1585250058814549,0.3240728717980149,True,O:DIA230210C00345000,O:DIA230210C00360000
DIA_2023-01-03_CALL_5pct_TP75_SL200,DIA,CALL,0.05,0.75,2.0,2023-01-03,2023-02-10,2023-02-06,38,345.0,360.0,331.22,1.93,1307.0,0.41,152.0,take_profit,0.1585250058814549,0.3240728717980149,True,O:DIA230210C00345000,O:DIA230210C00360000
SLV_2023-01-03_CALL_5pct_TP50_SL100,SLV,CALL,0.05,0.5,1.0,2023-01-03,2023-02-10,2023-01-19,38,24.0,25.0,22.05,0.14,86.0,0.06,8.0,take_profit,0.33285496272696513,0.5708618813698134,True,O:SLV230210C00024000,O:SLV230210C00025000
SLV_2023-01-03_CALL_5pct_TP50_SL200,SLV,CALL,0.05,0.5,2.0,2023-01-03,2023-02-10,2023-01-19,38,24.0,25.0,22.05,0.14,86.0,0.06,8.0,take_profit,0.33285496272696513,0.5708618813698134,True,O:SLV230210C00024000,O:SLV230210C00025000
SLV_2023-01-03_CALL_5pct_TP75_SL100,SLV,CALL,0.05,0.75,1.0,2023-01-03,2023-02-10,2023-01-23,38,24.0,25.0,22.05,0.14,86.0,0.02,12.0,take_profit,0.33285496272696513,0.5708618813698134,True,O:SLV230210C00024000,O:SLV230210C00025000
SLV_2023-01-03_CALL_5pct_TP75_SL200,SLV,CALL,0.05,0.75,2.0,2023-01-03,2023-02-10,2023-01-23,38,24.0,25.0,22.05,0.14,86.0,0.02,12.0,take_profit,0.33285496272696513,0.5708618813698134,True,O:SLV230210C00024000,O:SLV230210C00025000
SLV_2023-01-03_PUT_5pct_TP50_SL100,SLV,PUT,0.05,0.5,1.0,2023-01-03,2023-02-10,2023-01-20,38,20.5,19.5,22.05,0.16,84.0,0.07,9.0,take_profit,0.33285496272696513,0.5708618813698134,True,O:SLV230210P00020500,O:SLV230210P00019500
SLV_2023-01-03_PUT_5pct_TP50_SL200,SLV,PUT,0.05,0.5,2.0,2023-01-03,2023-02-10,2023-01-20,38,20.5,19.5,22.05,0.16,84.0,0.07,9.0,take_profit,0.33285496272696513,0.5708618813698134,True,O:SLV230210P00020500,O:SLV230210P00019500
SLV_2023-01-03_PUT_5pct_TP75_SL100,SLV,PUT,0.05,0.75,1.0,2023-01-03,2023-02-10,2023-01-31,38,20.5,19.5,22.05,0.16,84.0,0.03,13.0,take_profit,0.33285496272696513,0.5708618813698134,True,O:SLV230210P00020500,O:SLV230210P00019500
SLV_2023-01-03_PUT_5pct_TP75_SL200,SLV,PUT,0.05,0.75,2.0,2023-01-03,2023-02-10,2023-01-31,38,20.5,19.5,22.05,0.16,84.0,0.03,13.0,take_profit,0.33285496272696513,0.5708618813698134,True,O:SLV230210P00020500,O:SLV230210P00019500
TLT_2023-01-03_CALL_10pct_TP50_SL100,TLT,CALL,0.1,0.5,1.0,2023-01-03,2023-02-10,2023-01-09,38,107.0,115.0,101.46,0.66,734.0,1.71,-105.0,stop_loss,0.2181193509769646,0.6547976777066288,True,O:TLT230210C00107000,O:TLT230210C00115000
TLT_2023-01-03_CALL_10pct_TP50_SL200,TLT,CALL,0.1,0.5,2.0,2023-01-03,2023-02-10,2023-01-12,38,107.0,115.0,101.46,0.66,734.0,2.41,-175.0,stop_loss,0.2181193509769646,0.6547976777066288,True,O:TLT230210C00107000,O:TLT230210C00115000
TLT_2023-01-03_CALL_10pct_TP75_SL100,TLT,CALL,0.1,0.75,1.0,2023-01-03,2023-02-10,2023-01-09,38,107.0,115.0,101.46,0.66,734.0,1.71,-105.0,stop_loss,0.2181193509769646,0.6547976777066288,True,O:TLT230210C00107000,O:TLT230210C00115000
TLT_2023-01-03_CALL_10pct_TP75_SL200,TLT,CALL,0.1,0.75,2.0,2023-01-03,2023-02-10,2023-01-12,38,107.0,115.0,101.46,0.66,734.0,2.41,-175.0,stop_loss,0.2181193509769646,0.6547976777066288,True,O:TLT230210C00107000,O:TLT230210C00115000
TLT_2023-01-03_CALL_5pct_TP50_SL100,TLT,CALL,0.05,0.5,1.0,2023-01-03,2023-02-10,2023-01-09,38,107.0,111.0,101.46,0.47,353.0,1.22,-75.0,stop_loss,0.2181193509769646,0.6547976777066288,True,O:TLT230210C00107000,O:TLT230210C00111000
TLT_2023-01-03_CALL_5pct_TP50_SL200,TLT,CALL,0.05,0.5,2.0,2023-01-03,2023-02-10,2023-01-12,38,107.0,111.0,101.46,0.47,353.0,1.69,-122.0,stop_loss,0.2181193509769646,0.6547976777066288,True,O:TLT230210C00107000,O:TLT230210C00111000
TLT_2023-01-03_CALL_5pct_TP75_SL100,TLT,CALL,0.05,0.75,1.0,2023-01-03,2023-02-10,2023-01-09,38,107.0,111.0,101.46,0.47,353.0,1.22,-75.0,stop_loss,0.2181193509769646,0.6547976777066288,True,O:TLT230210C00107000,O:TLT230210C00111000
TLT_2023-01-03_CALL_5pct_TP75_SL200,TLT,CALL,0.05,0.75,2.0,2023-01-03,2023-02-10,2023-01-12,38,107.0,111.0,101.46,0.47,353.0,1.69,-122.0,stop_loss,0.2181193509769646,0.6547976777066288,True,O:TLT230210C00107000,O:TLT230210C00111000
GLD_2023-01-04_CALL_10pct_TP50_SL100,GLD,CALL,0.1,0.5,1.0,2023-01-04,2023-02-10,2023-01-13,37,179.0,190.0,172.67,1.17,983.0,2.66,-149.0,stop_loss,0.1376815107349263,0.3763625749606599,True,O:GLD230210C00179000,O:GLD230210C00190000
GLD_2023-01-04_CALL_10pct_TP50_SL200,GLD,CALL,0.1,0.5,2.0,2023-01-04,2023-02-10,2023-01-25,37,179.0,190.0,172.67,1.17,983.0,3.55,-238.0,stop_loss,0.1376815107349263,0.3763625749606599,True,O:GLD230210C00179000,O:GLD230210C00190000
GLD_2023-01-04_CALL_10pct_TP75_SL100,GLD,CALL,0.1,0.75,1.0,2023-01-04,2023-02-10,2023-01-13,37,179.0,190.0,172.67,1.17,983.0,2.66,-149.0,stop_loss,0.1376815107349263,0.3763625749606599,True,O:GLD230210C00179000,O:GLD230210C00190000
GLD_2023-01-04_CALL_10pct_TP75_SL200,GLD,CALL,0.1,0.75,2.0,2023-01-04,2023-02-10,2023-01-25,37,179.0,190.0,172.67,1.17,983.0,3.55,-238.0,stop_loss,0.1376815107349263,0.3763625749606599,True,O:GLD230210C00179000,O:GLD230210C00190000
GLD_2023-01-04_CALL_5pct_TP50_SL100,GLD,CALL,0.05,0.5,1.0,2023-01-04,2023-02-10,2023-01-13,37,179.0,190.0,172.67,1.17,983.0,2.66,-149.0,stop_loss,0.1376815107349263,0.3763625749606599,True,O:GLD230210C00179000,O:GLD230210C00190000
GLD_2023-01-04_CALL_5pct_TP50_SL200,GLD,CALL,0.05,0.5,2.0,2023-01-04,2023-02-10,2023-01-25,37,179.0,190.0,172.67,1.17,983.0,3.55,-238.0,stop_loss,0.1376815107349263,0.3763625749606599,True,O:GLD230210C00179000,O:GLD230210C00190000
GLD_2023-01-04_CALL_5pct_TP75_SL100,GLD,CALL,0.05,0.75,1.0,2023-01-04,2023-02-10,2023-01-13,37,179.0,190.0,172.67,1.17,983.0,2.66,-149.0,stop_loss,0.1376815107349263,0.3763625749606599,True,O:GLD230210C00179000,O:GLD230210C00190000
GLD_2023-01-04_CALL_5pct_TP75_SL200,GLD,CALL,0.05,0.75,2.0,2023-01-04,2023-02-10,2023-01-25,37,179.0,190.0,172.67,1.17,983.0,3.55,-238.0,stop_loss,0.1376815107349263,0.3763625749606599,True,O:GLD230210C00179000,O:GLD230210C00190000
SPY_2023-01-09_CALL_10pct_TP50_SL100,SPY,CALL,0.1,0.5,1.0,2023-01-09,2023-02-10,2023-01-19,32,406.0,445.0,387.86,2.72,3628.0,1.3,142.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210C00406000,O:SPY230210C00445000
SPY_2023-01-09_CALL_10pct_TP50_SL200,SPY,CALL,0.1,0.5,2.0,2023-01-09,2023-02-10,2023-01-19,32,406.0,445.0,387.86,2.72,3628.0,1.3,142.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210C00406000,O:SPY230210C00445000
SPY_2023-01-09_CALL_10pct_TP75_SL100,SPY,CALL,0.1,0.75,1.0,2023-01-09,2023-02-10,2023-01-26,32,406.0,445.0,387.86,2.72,3628.0,5.63,-291.0,stop_loss,0.1986357172846593,0.3056280076181688,True,O:SPY230210C00406000,O:SPY230210C00445000
SPY_2023-01-09_CALL_10pct_TP75_SL200,SPY,CALL,0.1,0.75,2.0,2023-01-09,2023-02-10,2023-02-02,32,406.0,445.0,387.86,2.72,3628.0,10.52,-780.0,stop_loss,0.1986357172846593,0.3056280076181688,True,O:SPY230210C00406000,O:SPY230210C00445000
SPY_2023-01-09_CALL_5pct_TP50_SL100,SPY,CALL,0.05,0.5,1.0,2023-01-09,2023-02-10,2023-01-26,32,406.0,425.0,387.86,2.39,1661.0,5.24,-285.0,stop_loss,0.1986357172846593,0.3056280076181688,True,O:SPY230210C00406000,O:SPY230210C00425000
SPY_2023-01-09_CALL_5pct_TP50_SL200,SPY,CALL,0.05,0.5,2.0,2023-01-09,2023-02-10,2023-02-01,32,406.0,425.0,387.86,2.39,1661.0,7.2,-481.0,stop_loss,0.1986357172846593,0.3056280076181688,True,O:SPY230210C00406000,O:SPY230210C00425000
SPY_2023-01-09_CALL_5pct_TP75_SL100,SPY,CALL,0.05,0.75,1.0,2023-01-09,2023-02-10,2023-01-26,32,406.0,425.0,387.86,2.39,1661.0,5.24,-285.0,stop_loss,0.1986357172846593,0.3056280076181688,True,O:SPY230210C00406000,O:SPY230210C00425000
SPY_2023-01-09_CALL_5pct_TP75_SL200,SPY,CALL,0.05,0.75,2.0,2023-01-09,2023-02-10,2023-02-01,32,406.0,425.0,387.86,2.39,1661.0,7.2,-481.0,stop_loss,0.1986357172846593,0.3056280076181688,True,O:SPY230210C00406000,O:SPY230210C00425000
SPY_2023-01-09_PUT_10pct_TP50_SL100,SPY,PUT,0.1,0.5,1.0,2023-01-09,2023-02-10,2023-01-12,32,374.0,335.0,387.86,3.8,3520.0000000000005,1.58,222.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210P00374000,O:SPY230210P00335000
SPY_2023-01-09_PUT_10pct_TP50_SL200,SPY,PUT,0.1,0.5,2.0,2023-01-09,2023-02-10,2023-01-12,32,374.0,335.0,387.86,3.8,3520.0000000000005,1.58,222.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210P00374000,O:SPY230210P00335000
SPY_2023-01-09_PUT_10pct_TP75_SL100,SPY,PUT,0.1,0.75,1.0,2023-01-09,2023-02-10,2023-01-23,32,374.0,335.0,387.86,3.8,3520.0000000000005,0.69,311.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210P00374000,O:SPY230210P00335000
SPY_2023-01-09_PUT_10pct_TP75_SL200,SPY,PUT,0.1,0.75,2.0,2023-01-09,2023-02-10,2023-01-23,32,374.0,335.0,387.86,3.8,3520.0000000000005,0.69,311.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210P00374000,O:SPY230210P00335000
SPY_2023-01-09_PUT_5pct_TP50_SL100,SPY,PUT,0.05,0.5,1.0,2023-01-09,2023-02-10,2023-01-12,32,374.0,355.0,387.86,2.9,1610.0000000000002,1.31,159.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210P00374000,O:SPY230210P00355000
SPY_2023-01-09_PUT_5pct_TP50_SL200,SPY,PUT,0.05,0.5,2.0,2023-01-09,2023-02-10,2023-01-12,32,374.0,355.0,387.86,2.9,1610.0000000000002,1.31,159.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210P00374000,O:SPY230210P00355000
SPY_2023-01-09_PUT_5pct_TP75_SL100,SPY,PUT,0.05,0.75,1.0,2023-01-09,2023-02-10,2023-01-23,32,374.0,355.0,387.86,2.9,1610.0000000000002,0.56,234.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210P00374000,O:SPY230210P00355000
SPY_2023-01-09_PUT_5pct_TP75_SL200,SPY,PUT,0.05,0.75,2.0,2023-01-09,2023-02-10,2023-01-23,32,374.0,355.0,387.86,2.9,1610.0000000000002,0.56,234.0,take_profit,0.1986357172846593,0.3056280076181688,True,O:SPY230210P00374000,O:SPY230210P00355000
DIA_2023-01-10_CALL_5pct_TP50_SL100,DIA,CALL,0.05,0.5,1.0,2023-01-10,2023-02-17,2023-01-18,38,350.0,365.0,337.23,2.15,1285.0,0.87,128.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217C00350000,O:DIA230217C00365000
DIA_2023-01-10_CALL_5pct_TP50_SL200,DIA,CALL,0.05,0.5,2.0,2023-01-10,2023-02-17,2023-01-18,38,350.0,365.0,337.23,2.15,1285.0,0.87,128.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217C00350000,O:DIA230217C00365000
DIA_2023-01-10_CALL_5pct_TP75_SL100,DIA,CALL,0.05,0.75,1.0,2023-01-10,2023-02-17,2023-02-06,38,350.0,365.0,337.23,2.15,1285.0,0.44,171.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217C00350000,O:DIA230217C00365000
DIA_2023-01-10_CALL_5pct_TP75_SL200,DIA,CALL,0.05,0.75,2.0,2023-01-10,2023-02-17,2023-02-06,38,350.0,365.0,337.23,2.15,1285.0,0.44,171.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217C00350000,O:DIA230217C00365000
DIA_2023-01-10_PUT_10pct_TP50_SL100,DIA,PUT,0.1,0.5,1.0,2023-01-10,2023-02-17,2023-01-13,38,325.0,290.0,337.23,2.8,3220.0000000000005,1.31,149.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217P00325000,O:DIA230217P00290000
DIA_2023-01-10_PUT_10pct_TP50_SL200,DIA,PUT,0.1,0.5,2.0,2023-01-10,2023-02-17,2023-01-13,38,325.0,290.0,337.23,2.8,3220.0000000000005,1.31,149.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217P00325000,O:DIA230217P00290000
DIA_2023-01-10_PUT_10pct_TP75_SL100,DIA,PUT,0.1,0.75,1.0,2023-01-10,2023-02-17,2023-02-07,38,325.0,290.0,337.23,2.8,3220.0000000000005,0.4,240.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217P00325000,O:DIA230217P00290000
DIA_2023-01-10_PUT_10pct_TP75_SL200,DIA,PUT,0.1,0.75,2.0,2023-01-10,2023-02-17,2023-02-07,38,325.0,290.0,337.23,2.8,3220.0000000000005,0.4,240.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217P00325000,O:DIA230217P00290000
DIA_2023-01-10_PUT_5pct_TP50_SL100,DIA,PUT,0.05,0.5,1.0,2023-01-10,2023-02-17,2023-01-13,38,325.0,310.0,337.23,2.06,1294.0,1.0,106.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217P00325000,O:DIA230217P00310000
DIA_2023-01-10_PUT_5pct_TP50_SL200,DIA,PUT,0.05,0.5,2.0,2023-01-10,2023-02-17,2023-01-13,38,325.0,310.0,337.23,2.06,1294.0,1.0,106.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217P00325000,O:DIA230217P00310000
DIA_2023-01-10_PUT_5pct_TP75_SL100,DIA,PUT,0.05,0.75,1.0,2023-01-10,2023-02-17,2023-02-07,38,325.0,310.0,337.23,2.06,1294.0,0.33,173.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217P00325000,O:DIA230217P00310000
DIA_2023-01-10_PUT_5pct_TP75_SL200,DIA,PUT,0.05,0.75,2.0,2023-01-10,2023-02-17,2023-02-07,38,325.0,310.0,337.23,2.06,1294.0,0.33,173.0,take_profit,0.16937628562007656,0.39191204719756123,True,O:DIA230217P00325000,O:DIA230217P00310000
HYG_2023-01-10_CALL_5pct_TP50_SL100,HYG,CALL,0.05,0.5,1.0,2023-01-10,2023-02-17,2023-02-17,38,78.0,82.0,75.71,0.24,376.0,0.0,24.0,expiration,0.12714172844754346,0.5364377714115673,True,O:HYG230217C00078000,O:HYG230217C00082000
HYG_2023-01-10_CALL_5pct_TP50_SL200,HYG,CALL,0.05,0.5,2.0,2023-01-10,2023-02-17,2023-02-17,38,78.0,82.0,75.71,0.24,376.0,0.0,24.0,expiration,0.12714172844754346,0.5364377714115673,True,O:HYG230217C00078000,O:HYG230217C00082000
HYG_2023-01-10_CALL_5pct_TP75_SL100,HYG,CALL,0.05,0.75,1.0,2023-01-10,2023-02-17,2023-02-17,38,78.0,82.0,75.71,0.24,376.0,0.0,24.0,expiration,0.12714172844754346,0.5364377714115673,True,O:HYG230217C00078000,O:HYG230217C00082000
HYG_2023-01-10_CALL_5pct_TP75_SL200,HYG,CALL,0.05,0.75,2.0,2023-01-10,2023-02-17,2023-02-17,38,78.0,82.0,75.71,0.24,376.0,0.0,24.0,expiration,0.12714172844754346,0.5364377714115673,True,O:HYG230217C00078000,O:HYG230217C00082000
HYG_2023-01-10_PUT_10pct_TP50_SL100,HYG,PUT,0.1,0.5,1.0,2023-01-10,2023-02-17,2023-02-01,38,74.0,66.0,75.71,0.56,744.0,0.01,55.0,take_profit,0.12714172844754346,0.5364377714115673,True,O:HYG230217P00074000,O:HYG230217P00066000
HYG_2023-01-10_PUT_10pct_TP50_SL200,HYG,PUT,0.1,0.5,2.0,2023-01-10,2023-02-17,2023-02-01,38,74.0,66.0,75.71,0.56,744.0,0.01,55.0,take_profit,0.12714172844754346,0.5364377714115673,True,O:HYG230217P00074000,O:HYG230217P00066000
HYG_2023-01-10_PUT_10pct_TP75_SL100,HYG,PUT,0.1,0.75,1.0,2023-01-10,2023-02-17,2023-02-01,38,74.0,66.0,75.71,0.56,744.0,0.01,55.0,take_profit,0.12714172844754346,0.5364377714115673,True,O:HYG230217P00074000,O:HYG230217P00066000
HYG_2023-01-10_PUT_10pct_TP75_SL200,HYG,PUT,0.1,0.75,2.0,2023-01-10,2023-02-17,2023-02-01,38,74.0,66.0,75.71,0.56,744.0,0.01,55.0,take_profit,0.12714172844754346,0.5364377714115673,True,O:HYG230217P00074000,O:HYG230217P00066000
HYG_2023-01-10_PUT_5pct_TP50_SL100,HYG,PUT,0.05,0.5,1.0,2023-01-10,2023-02-17,2023-01-24,38,74.0,70.0,75.71,0.47,353.0,0.2,27.0,take_profit,0.12714172844754346,0.5364377714115673,True,O:HYG230217P00074000,O:HYG230217P00070000
HYG_2023-01-10_PUT_5pct_TP50_SL200,HYG,PUT,0.05,0.5,2.0,2023-01-10,2023-02-17,2023-01-24,38,74.0,70.0,75.71,0.47,353.0,0.2,27.0,take_profit,0.12714172844754346,0.5364377714115673,True,O:HYG230217P00074000,O:HYG230217P00070000
HYG_2023-01-10_PUT_5pct_TP75_SL100,HYG,PUT,0.05,0.75,1.0,2023-01-10,2023-02-17,2023-02-01,38,74.0,70.0,75.71,0.47,353.0,0.05,42.0,take_profit,0.12714172844754346,0.5364377714115673,True,O:HYG230217P00074000,O:HYG230217P00070000
HYG_2023-01-10_PUT_5pct_TP75_SL200,HYG,PUT,0.05,0.75,2.0,2023-01-10,2023-02-17,2023-02-01,38,74.0,70.0,75.71,0.47,353.0,0.05,42.0,take_profit,0.12714172844754346,0.5364377714115673,True,O:HYG230217P00074000,O:HYG230217P00070000
SLV_2023-01-10_CALL_10pct_TP50_SL100,SLV,CALL,0.1,0.5,1.0,2023-01-10,2023-02-17,2023-01-23,38,23.5,26.0,21.73,0.25,225.0,0.12,13.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217C00023500,O:SLV230217C00026000
SLV_2023-01-10_CALL_10pct_TP50_SL200,SLV,CALL,0.1,0.5,2.0,2023-01-10,2023-02-17,2023-01-23,38,23.5,26.0,21.73,0.25,225.0,0.12,13.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217C00023500,O:SLV230217C00026000
SLV_2023-01-10_CALL_10pct_TP75_SL100,SLV,CALL,0.1,0.75,1.0,2023-01-10,2023-02-17,2023-02-02,38,23.5,26.0,21.73,0.25,225.0,0.05,20.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217C00023500,O:SLV230217C00026000
SLV_2023-01-10_CALL_10pct_TP75_SL200,SLV,CALL,0.1,0.75,2.0,2023-01-10,2023-02-17,2023-02-02,38,23.5,26.0,21.73,0.25,225.0,0.05,20.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217C00023500,O:SLV230217C00026000
SLV_2023-01-10_CALL_5pct_TP50_SL100,SLV,CALL,0.05,0.5,1.0,2023-01-10,2023-02-17,2023-01-27,38,23.5,24.5,21.73,0.15,85.0,0.05,10.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217C00023500,O:SLV230217C00024500
SLV_2023-01-10_CALL_5pct_TP50_SL200,SLV,CALL,0.05,0.5,2.0,2023-01-10,2023-02-17,2023-01-27,38,23.5,24.5,21.73,0.15,85.0,0.05,10.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217C00023500,O:SLV230217C00024500
SLV_2023-01-10_CALL_5pct_TP75_SL100,SLV,CALL,0.05,0.75,1.0,2023-01-10,2023-02-17,2023-02-02,38,23.5,24.5,21.73,0.15,85.0,0.03,12.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217C00023500,O:SLV230217C00024500
SLV_2023-01-10_CALL_5pct_TP75_SL200,SLV,CALL,0.05,0.75,2.0,2023-01-10,2023-02-17,2023-02-02,38,23.5,24.5,21.73,0.15,85.0,0.03,12.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217C00023500,O:SLV230217C00024500
SLV_2023-01-10_PUT_5pct_TP50_SL100,SLV,PUT,0.05,0.5,1.0,2023-01-10,2023-02-17,2023-01-25,38,20.5,19.5,21.73,0.19,81.0,0.09,10.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217P00020500,O:SLV230217P00019500
SLV_2023-01-10_PUT_5pct_TP50_SL200,SLV,PUT,0.05,0.5,2.0,2023-01-10,2023-02-17,2023-01-25,38,20.5,19.5,21.73,0.19,81.0,0.09,10.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217P00020500,O:SLV230217P00019500
SLV_2023-01-10_PUT_5pct_TP75_SL100,SLV,PUT,0.05,0.75,1.0,2023-01-10,2023-02-17,2023-02-01,38,20.5,19.5,21.73,0.19,81.0,0.04,15.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217P00020500,O:SLV230217P00019500
SLV_2023-01-10_PUT_5pct_TP75_SL200,SLV,PUT,0.05,0.75,2.0,2023-01-10,2023-02-17,2023-02-01,38,20.5,19.5,21.73,0.19,81.0,0.04,15.0,take_profit,0.3049129940091999,0.45698803078384315,True,O:SLV230217P00020500,O:SLV230217P00019500
TLT_2023-01-10_CALL_10pct_TP50_SL100,TLT,CALL,0.1,0.5,1.0,2023-01-10,2023-02-17,2023-01-12,38,109.0,119.0,103.99,0.97,902.9999999999999,1.99,-102.0,stop_loss,0.19754410971336317,0.6502839391381408,True,O:TLT230217C00109000,O:TLT230217C00119000
TLT_2023-01-10_CALL_10pct_TP50_SL200,TLT,CALL,0.1,0.5,2.0,2023-01-10,2023-02-17,2023-02-10,38,109.0,119.0,103.99,0.97,902.9999999999999,0.02,95.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217C00109000,O:TLT230217C00119000
TLT_2023-01-10_CALL_10pct_TP75_SL100,TLT,CALL,0.1,0.75,1.0,2023-01-10,2023-02-17,2023-01-12,38,109.0,119.0,103.99,0.97,902.9999999999999,1.99,-102.0,stop_loss,0.19754410971336317,0.6502839391381408,True,O:TLT230217C00109000,O:TLT230217C00119000
TLT_2023-01-10_CALL_10pct_TP75_SL200,TLT,CALL,0.1,0.75,2.0,2023-01-10,2023-02-17,2023-02-10,38,109.0,119.0,103.99,0.97,902.9999999999999,0.02,95.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217C00109000,O:TLT230217C00119000
TLT_2023-01-10_CALL_5pct_TP50_SL100,TLT,CALL,0.05,0.5,1.0,2023-01-10,2023-02-17,2023-01-12,38,109.0,114.0,103.99,0.74,426.0,1.51,-77.0,stop_loss,0.19754410971336317,0.6502839391381408,True,O:TLT230217C00109000,O:TLT230217C00114000
TLT_2023-01-10_CALL_5pct_TP50_SL200,TLT,CALL,0.05,0.5,2.0,2023-01-10,2023-02-17,2023-02-06,38,109.0,114.0,103.99,0.74,426.0,0.32,42.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217C00109000,O:TLT230217C00114000
TLT_2023-01-10_CALL_5pct_TP75_SL100,TLT,CALL,0.05,0.75,1.0,2023-01-10,2023-02-17,2023-01-12,38,109.0,114.0,103.99,0.74,426.0,1.51,-77.0,stop_loss,0.19754410971336317,0.6502839391381408,True,O:TLT230217C00109000,O:TLT230217C00114000
TLT_2023-01-10_CALL_5pct_TP75_SL200,TLT,CALL,0.05,0.75,2.0,2023-01-10,2023-02-17,2023-02-07,38,109.0,114.0,103.99,0.74,426.0,0.18,56.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217C00109000,O:TLT230217C00114000
TLT_2023-01-10_PUT_10pct_TP50_SL100,TLT,PUT,0.1,0.5,1.0,2023-01-10,2023-02-17,2023-01-12,38,100.0,90.0,103.99,1.06,894.0,0.45,61.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217P00100000,O:TLT230217P00090000
TLT_2023-01-10_PUT_10pct_TP50_SL200,TLT,PUT,0.1,0.5,2.0,2023-01-10,2023-02-17,2023-01-12,38,100.0,90.0,103.99,1.06,894.0,0.45,61.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217P00100000,O:TLT230217P00090000
TLT_2023-01-10_PUT_10pct_TP75_SL100,TLT,PUT,0.1,0.75,1.0,2023-01-10,2023-02-17,2023-01-18,38,100.0,90.0,103.99,1.06,894.0,0.26,80.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217P00100000,O:TLT230217P00090000
TLT_2023-01-10_PUT_10pct_TP75_SL200,TLT,PUT,0.1,0.75,2.0,2023-01-10,2023-02-17,2023-01-18,38,100.0,90.0,103.99,1.06,894.0,0.26,80.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217P00100000,O:TLT230217P00090000
TLT_2023-01-10_PUT_5pct_TP50_SL100,TLT,PUT,0.05,0.5,1.0,2023-01-10,2023-02-17,2023-01-12,38,100.0,95.0,103.99,0.82,418.0,0.37,45.0,take_profit,0.19754410971336317,0.6502839391381408,True,O:TLT230217P00100000,O:TLT230217P00095000
