entry_date,entry_trailing_12m_return,pnl_pct,pnl_dollar
2015-03-02,0.16019272242550286,0.005194218608852719,23.0
2015-03-03,0.16361404218066444,-0.005412719891745632,-24.0
2015-03-04,0.14264775147382935,0.01640080880700978,73.0
2015-03-05,0.14286265942176857,0.013007759014148856,57.0
2015-03-23,0.14991504467542183,-0.01166514181152789,-51.0
2015-03-24,0.1482015748950245,0.06906014177909903,302.0
2015-03-25,0.1260319187649761,0.07681970884658451,343.0
2015-03-26,0.131488586412438,0.0911357968714579,402.0
2015-03-27,0.13647567380979186,0.12126656186840323,540.0
2015-03-30,0.14469699331210295,0.03609778387023077,158.0
2015-03-31,0.12547044923058026,0.05914343983684556,261.0
2015-04-01,0.11410318818270793,0.04327027614698831,199.0
2015-04-02,0.11438217332646827,-0.0726698262243286,-322.0
2015-04-20,0.14792236227469413,0.015025427646786937,65.0
2015-04-21,0.1425699593325962,0.04369942196531795,189.0
2015-04-22,0.1429906898315998,0.028098799002945762,124.0
2015-04-23,0.14855649511030644,0.020322354590049052,87.0
2015-04-24,0.14889247942983164,-0.0067067530064754965,-29.0
2015-04-27,0.153573788612416,-0.03280517741575539,-147.0
2015-04-28,0.15358716276390294,-0.041898148148148184,-181.0
2015-04-29,0.14351722934151478,-0.0960837887067395,-421.99999999999955
2015-04-30,0.12869250741307048,-0.05150214592274682,-228.0
2015-06-22,0.10266797177643294,-0.35353773584905657,-1499.0
2015-06-23,0.1037866332480335,-0.35822992273472254,-1530.0
2015-06-24,0.10241056152683359,-0.3188473158261679,-1372.0
2015-06-29,0.06965375276152685,-0.2234109502831969,-1064.9999999999995
2015-06-30,0.07243998553432918,-0.21678946193346726,-971.0
2015-07-01,0.0738483865691768,-0.2533783783783784,-1125.0
2015-07-02,0.07177744108523676,-0.2577250335871025,-1151.0
2015-07-21,0.09412152478465519,-0.3510912931236799,-1496.0
2015-07-24,0.06765794330639707,-0.2893124574540503,-1275.0
2015-07-27,0.0664396338370361,-0.23864157870582836,-1040.0
2015-07-28,0.07910220623234743,-0.29094727018198785,-1247.0
2015-07-29,0.09121411624237075,-0.32369668246445504,-1366.0
2015-07-30,0.09130753675013703,-0.33196424257066925,-1374.0
2015-08-04,0.1011265107234125,-0.28733962720890827,-1187.0
2015-10-22,0.08674885001988719,-0.17449506810709248,-743.0
2015-10-23,0.08603626749259186,-0.20820414977343182,-872.9999999999995
2015-10-26,0.07509405722389006,-0.19863977485928708,-847.0
2015-10-28,0.07439235212213013,-0.24584406462186836,-1050.0
2015-10-29,0.07540117624894838,-0.24389671361502352,-1039.0
2015-11-02,0.06436193435159465,-0.30059880239520964,-1255.0
2015-11-10,0.04310367550770544,-0.24618232299861176,-1064.0
2015-11-11,0.03798505113955253,-0.19747235387045814,-875.0
2015-11-16,0.02709003227069462,-0.14836138175376434,-670.0
2015-11-17,0.025688218378334682,-0.15099337748344366,-684.0
2015-11-18,0.03598003468258382,-0.2189122094335365,-970.0
2015-11-27,0.029630431801653145,-0.26883957466481734,-1163.0
2015-11-30,0.02753323400087737,-0.2484429065743945,-1077.0
2015-12-02,0.02729108714500894,-0.24774878780882026,-1073.0
2015-12-23,0.012136544260185733,-0.16210374639769454,-675.0
2015-12-24,0.010368611529014471,-0.15846599131693195,-657.0
2015-12-28,0.004819646724972815,-0.14864551979624896,-641.9999999999995
2015-12-29,0.014180625290963533,-0.20211515863689766,-859.9999999999995
2015-12-30,0.012424831996929786,-0.16187134502923983,-692.0
2016-03-11,-0.0007532843062664218,0.2008577555396711,843.0
2016-03-14,0.0041228285449856905,0.2248803827751198,940.0
2016-03-15,-0.010730416810924681,0.22554216867469878,936.0
2016-03-16,-0.002038622494863196,0.16160118606375096,654.0
2016-03-17,-0.007637490056533802,0.04778074217802586,197.0
2016-03-18,0.0008274527672611498,0.06333830104321914,255.0
2016-03-21,-0.006521535761246922,0.047655068078668705,189.00000000000045
2016-03-22,-0.0051170436291538834,0.06450024618414596,262.00000000000045
2016-03-23,-0.00609804066201447,0.0475600693584346,192.00000000000045
2016-03-24,0.00823652689233767,0.0874099826173329,351.99999999999955
2016-03-28,0.011240256813212612,0.10507968127490064,422.00000000000045
2016-03-29,0.018262657079541667,0.05280697257113576,206.0
2016-03-30,0.01040362823822627,0.10148577184588259,403.0
2016-03-31,0.01683813161049552,-0.10078302601667088,-399.00000000000045
2016-04-01,0.02739811305585782,-0.25562160765055564,-989.0
2016-04-18,0.02767620093213763,0.1300853842290306,518.0
2016-06-20,0.0073372533746236535,0.056100342075256604,246.0
2016-06-21,0.0050469368911223444,0.12359292441994008,538.0
2016-06-22,0.002698376475246622,0.09135039717563997,414.0
2016-06-23,0.023187066918670673,0.035042933395219356,151.0
2016-06-24,-0.010546746334958113,0.2029552368535419,934.0
2016-06-28,0.010640532305778105,0.30096858020316564,1274.0
2016-06-29,0.02570219750675662,0.1904875148632581,801.0
2016-06-30,0.03143185772228252,0.10156833457804337,408.0
2016-07-01,0.03454498928479466,0.11213786213786214,449.0
